	ROC	PRC	F1	ACC	cohort	mode	seed
Test	0.3076923076923077	0.12866300366300368	0.2222222222222222	0.5625	Choueiri	PGM	
Test	0.2666666666666666	0.1982498710439887	0.2857142857142857	0.4117647058823529	Miao	PGM	
Test	0.7959183673469388	0.5831465919701213	0.7058823529411764	0.7619047619047619	Snyder	PGM	
Test	0.12499999999999999	0.19150729705077532	0.0	0.28	SU2CLC2	PGM	
Test	0.7727272727272727	0.7697681216455922	0.7826086956521738	0.8	Zhao	PGM	
Test	0.6130952380952381	0.5794893237015086	0.689655172413793	0.6538461538461539	Hugo	PGM	
Test	0.4545454545454546	0.343907391609464	0.33333333333333337	0.4117647058823529	MGH	PGM	
Test	0.7159763313609467	0.5283938605555206	0.588235294117647	0.6410256410256411	Allen	PGM	
Test	0.5782828282828283	0.2907446179524984	0.4242424242424242	0.5777777777777777	Kim	PGM	
Test	0.6829268292682926	0.49971427096217724	0.4	0.6470588235294118	Riaz	PGM	
Test	0.7075757575757576	0.6764102607652651	0.7368421052631577	0.726027397260274	Gide	PGM	
Test	0.4811643835616438	0.16267878549086107	0.2545454545454545	0.5393258426966292	Rose	PGM	
Test	0.59375	0.45742684831660674	0.5301204819277109	0.6176470588235294	SU2CLC1	PGM	
Test	0.49519586104951957	0.38173699445400394	0.4421052631578948	0.5046728971962616	Liu	PGM	
Test	0.6253561253561254	0.3852407818372132	0.48000000000000004	0.6060606060606061	IMmotion150	PGM	
Test	0.5196291560102302	0.24836502524883075	0.3234042553191489	0.4664429530201342	IMVigor210	PGM	
