	ROC	PRC	F1	ACC	cohort	mode	seed
Test	0.717948717948718	0.26011904761904764	0.4444444444444444	0.6875	Choueiri	GeneBio	
Test	0.13333333333333333	0.17858266733266734	0.13333333333333333	0.23529411764705882	Miao	GeneBio	
Test	0.29591836734693877	0.23595052055910082	0.25	0.42857142857142855	Snyder	GeneBio	
Test	0.6176470588235294	0.3794940610336777	0.5555555555555556	0.68	SU2CLC2	GeneBio	
Test	0.0	0.2616780075748614	0.0	0.04	Zhao	GeneBio	
Test	0.2619047619047619	0.3996401809938529	0.4444444444444445	0.4230769230769231	Hugo	GeneBio	
Test	0.3787878787878788	0.28869738378554	0.2727272727272727	0.5294117647058824	MGH	GeneBio	
Test	0.5591715976331361	0.34307962143315984	0.4000000000000001	0.5384615384615384	Allen	GeneBio	
Test	0.7525252525252525	0.6010792127310446	0.5333333333333333	0.6888888888888889	Kim	GeneBio	
Test	0.5902439024390245	0.2971538019166281	0.29411764705882354	0.5294117647058824	Riaz	GeneBio	
Test	0.7984848484848485	0.8433100996479838	0.7733333333333333	0.7671232876712328	Gide	GeneBio	
Test	0.4940068493150685	0.17403862096731426	0.3018867924528302	0.5842696629213483	Rose	GeneBio	
Test	0.5764802631578947	0.4267108124445306	0.5333333333333333	0.5882352941176471	SU2CLC1	GeneBio	
Test	0.4449371766444937	0.3538322915912959	0.3373493975903615	0.48598130841121495	Liu	GeneBio	
Test	0.680911680911681	0.4395243254542053	0.5042016806722689	0.6424242424242425	IMmotion150	GeneBio	
Test	0.5597826086956521	0.25392886107703033	0.35121951219512193	0.5536912751677853	IMVigor210	GeneBio	
