	domain	group	train_cohort	test_cohort	mode	best_C	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
0	cancer2cancer	Atezo_HiSeq2500	Atezo_HiSeq2500_BLCA	Atezo_HiSeq2500_KIRC	NetBio	0.1	0.5874380165289257	0.5892094017094017	0.335692098378896	0.2	0.6606060606060606	0.023552785988299792
1	cancer2cancer	Atezo_HiSeq2500	Atezo_HiSeq2500_KIRC	Atezo_HiSeq2500_BLCA	NetBio	0.1	0.6477636142516103	0.5847826086956521	0.3075897789475118	0.21276595744680854	0.7516778523489933	0.1152426189955126
2	cancer2cancer	Nivo_HiSeq2000	Nivo_HiSeq2000_GBM	Nivo_HiSeq2000_KIRC	NetBio	0.1	0.7551020408163265	0.37037037037037035	0.10543405396346572	0.0	0.7142857142857143	-0.16666666666666666
3	cancer2cancer	Nivo_HiSeq2000	Nivo_HiSeq2000_KIRC	Nivo_HiSeq2000_GBM	NetBio	0.1	0.58	0.44047619047619047	0.3110339121949029	0.4444444444444444	0.75	0.3361227822436775
4	cancer2cancer	Nivo_HiSeq2500	Nivo_HiSeq2500_LUAD	Nivo_HiSeq2500_SKCM	NetBio	0.9	0.5246913580246914	0.7041847041847042	0.5161322790454262	0.5500000000000002	0.6666666666666666	0.28724810441309634
5	cancer2cancer	Nivo_HiSeq2500	Nivo_HiSeq2500_SKCM	Nivo_HiSeq2500_LUAD	NetBio	0.30000000000000004	0.5351936693044566	0.5197132616487455	0.3539817929454003	0.5373134328358209	0.3673469387755102	0.0
6	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_LUAD	Pembro_HiSeq2500_SKCM	NetBio	0.1	0.5144861928474422	0.614918414918415	0.6221957534996118	0.18604651162790695	0.6276595744680851	0.25035587206627025
7	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_LUAD	Pembro_HiSeq2500_STAD	NetBio	0.1	0.6088888888888889	0.6363636363636364	0.38689180098860443	0.4848484848484849	0.6222222222222222	0.24174688920761409
8	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_SKCM	Pembro_HiSeq2500_LUAD	NetBio	0.5	0.5775941230486685	0.5217391304347826	0.3095710163374637	0.45454545454545453	0.6363636363636364	0.18691679485471005
9	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_SKCM	Pembro_HiSeq2500_STAD	NetBio	0.5	0.6088888888888889	0.6212121212121211	0.3105459877567148	0.25	0.6	-0.022727272727272728
