	domain	group	train_cohort	test_cohort	mode	best_C	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
0	cancer2cancer	(Atezo,HiSeq2500)	(Atezo,HiSeq2500)BLCA	(Atezo,HiSeq2500)KIRC	CKS	0.1	0.5874380165289257	0.6504629629629629	0.393419214954637	0.5156249999999999	0.6242424242424243	0.25972097874914396
1	cancer2cancer	(Atezo,HiSeq2500)	(Atezo,HiSeq2500)KIRC	(Atezo,HiSeq2500)BLCA	CKS	0.1	0.6477636142516103	0.5712915601023018	0.30533769867755506	0.3584905660377359	0.5436241610738255	0.08226190914809366
2	cancer2cancer	(Nivo,HiSeq2000)	(Nivo,HiSeq2000)GBM	(Nivo,HiSeq2000)KIRC	CKS	0.1	0.7551020408163265	0.6481481481481481	0.2224673202614379	0.30769230769230765	0.5714285714285714	0.1556997888323046
3	cancer2cancer	(Nivo,HiSeq2000)	(Nivo,HiSeq2000)KIRC	(Nivo,HiSeq2000)GBM	CKS	0.1	0.58	0.5238095238095237	0.28461246678158447	0.42857142857142855	0.6	0.1336306209562122
4	cancer2cancer	(Nivo,HiSeq2500)	(Nivo,HiSeq2500)LUAD	(Nivo,HiSeq2500)SKCM	CKS	0.1	0.5246913580246914	0.5873015873015872	0.5160665900807595	0.5714285714285715	0.6111111111111112	0.23652495839563303
5	cancer2cancer	(Nivo,HiSeq2500)	(Nivo,HiSeq2500)SKCM	(Nivo,HiSeq2500)LUAD	CKS	0.1	0.5351936693044566	0.5197132616487455	0.5621556044415686	0.39999999999999997	0.5102040816326531	-0.006947837772008027
6	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)LUAD	(Pembro,HiSeq2500)SKCM	CKS	0.1	0.5144861928474422	0.3193473193473193	0.3120150752000132	0.225	0.3404255319148936	-0.34877991281597753
7	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)LUAD	(Pembro,HiSeq2500)STAD	CKS	0.1	0.6088888888888889	0.19444444444444442	0.24030883680568893	0.12121212121212123	0.35555555555555557	-0.36262033381142117
8	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)SKCM	(Pembro,HiSeq2500)LUAD	CKS	0.1	0.5775941230486685	0.23478260869565215	0.19754292820075603	0.15384615384615385	0.3333333333333333	-0.3758196498417308
9	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)SKCM	(Pembro,HiSeq2500)STAD	CKS	0.1	0.6088888888888889	0.8055555555555555	0.6692514737154831	0.5806451612903226	0.7111111111111111	0.400186283454157
10	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)STAD	(Pembro,HiSeq2500)LUAD	CKS	0.1	0.5775941230486685	0.23478260869565215	0.19754292820075603	0.16	0.36363636363636365	-0.33708038864015377
11	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)STAD	(Pembro,HiSeq2500)SKCM	CKS	0.1	0.5144861928474422	0.6806526806526807	0.6051800028032064	0.5599999999999999	0.648936170212766	0.2693369639106505
12	drug2drug	(BLCA,NovaSeq6000)	(BLCA,NovaSeq6000)Atezo	(BLCA,NovaSeq6000)Pembro	CKS	0.1	0.7419659735349716	0.5091575091575091	0.14201744996854496	0.16666666666666666	0.5652173913043478	-0.07359680837854628
13	drug2drug	(BLCA,NovaSeq6000)	(BLCA,NovaSeq6000)Pembro	(BLCA,NovaSeq6000)Atezo	CKS	0.1	0.6179591836734695	0.27350427350427353	0.1826004406979001	0.14814814814814814	0.34285714285714286	-0.3438105391536708
14	drug2drug	(LUAD,HiSeq2500)	(LUAD,HiSeq2500)Nivo	(LUAD,HiSeq2500)Pembro	CKS	0.1	0.5775941230486685	0.23478260869565215	0.19754292820075603	0.15384615384615385	0.3333333333333333	-0.3758196498417308
15	drug2drug	(LUAD,HiSeq2500)	(LUAD,HiSeq2500)Pembro	(LUAD,HiSeq2500)Nivo	CKS	0.1	0.5351936693044566	0.48028673835125446	0.40180477676078774	0.4390243902439025	0.5306122448979592	0.04674079261007565
16	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Ipi	(SKCM,HiSeq2500)Nivo	CKS	0.1	0.5246913580246914	0.5873015873015872	0.5160665900807595	0.5652173913043478	0.6296296296296297	0.24971098385738608
17	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Ipi	(SKCM,HiSeq2500)Pembro	CKS	0.1	0.5144861928474422	0.6806526806526807	0.6051800028032064	0.6024096385542169	0.648936170212766	0.2918530721504748
18	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Nivo	(SKCM,HiSeq2500)Ipi	CKS	0.1	0.5555555555555556	0.6627218934911243	0.43739257798379017	0.4827586206896552	0.6153846153846154	0.18430244519362143
19	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Nivo	(SKCM,HiSeq2500)Pembro	CKS	0.1	0.5144861928474422	0.6806526806526807	0.6051800028032064	0.6024096385542169	0.648936170212766	0.2918530721504748
20	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Pembro	(SKCM,HiSeq2500)Ipi	CKS	0.1	0.5555555555555556	0.6627218934911243	0.43739257798379017	0.4827586206896552	0.6153846153846154	0.18430244519362143
21	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Pembro	(SKCM,HiSeq2500)Nivo	CKS	0.1	0.5246913580246914	0.5873015873015872	0.5160665900807595	0.5416666666666666	0.5925925925925926	0.18993429409939658
22	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq2500	(BLCA,Atezo)HiSeq4000	CKS	0.1	0.5555555555555555	0.6428571428571428	0.4028629866865161	0.47058823529411764	0.5714285714285714	0.13483997249264842
23	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq2500	(BLCA,Atezo)NovaSeq6000	CKS	0.1	0.6179591836734695	0.7264957264957265	0.6334574890130447	0.56	0.6857142857142857	0.378683736143755
24	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq4000	(BLCA,Atezo)HiSeq2500	CKS	0.1	0.6477636142516103	0.5712915601023018	0.30533769867755506	0.35348837209302325	0.5335570469798657	0.07127423418084614
25	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq4000	(BLCA,Atezo)NovaSeq6000	CKS	0.1	0.6179591836734695	0.7264957264957265	0.6334574890130447	0.56	0.6857142857142857	0.378683736143755
26	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)NovaSeq6000	(BLCA,Atezo)HiSeq2500	CKS	0.1	0.6477636142516103	0.5712915601023018	0.30533769867755506	0.35532994923857864	0.5738255033557047	0.08978999438387239
27	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)NovaSeq6000	(BLCA,Atezo)HiSeq4000	CKS	0.1	0.5555555555555555	0.6428571428571428	0.4028629866865161	0.47058823529411764	0.5714285714285714	0.13483997249264842
28	sequencer2sequencer	(SKCM,Nivo)	(SKCM,Nivo)HiSeq2000/2500	(SKCM,Nivo)HiSeq2500	CKS	0.1	0.5246913580246914	0.5873015873015872	0.5160665900807595	0.5454545454545454	0.6296296296296297	0.23473214207120932
29	sequencer2sequencer	(SKCM,Nivo)	(SKCM,Nivo)HiSeq2500	(SKCM,Nivo)HiSeq2000/2500	CKS	0.1	0.6847366397539408	0.6439024390243903	0.33326664991734467	0.37837837837837834	0.5490196078431373	0.16878732147764805
30	sequencer2sequencer	(SKCM,Pembro)	(SKCM,Pembro)HiSeq2000	(SKCM,Pembro)HiSeq2500	CKS	0.1	0.5144861928474422	0.3193473193473193	0.3120150752000132	0.31818181818181823	0.3617021276595745	-0.273589244764985
