	domain	group	train_cohort	test_cohort	mode	best_epoch	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
0	cancer2cancer	(Atezo,HiSeq2500)	(Atezo,HiSeq2500)BLCA	(Atezo,HiSeq2500)KIRC	FFT	1	0.5874380165289257	0.4830840455840456	0.2820654528953548	0.0	0.7090909090909091	0.0
1	cancer2cancer	(Atezo,HiSeq2500)	(Atezo,HiSeq2500)KIRC	(Atezo,HiSeq2500)BLCA	FFT	1	0.6477636142516103	0.4741687979539642	0.2166303441357014	0.0	0.7718120805369127	0.0
2	cancer2cancer	(Nivo,HiSeq2000)	(Nivo,HiSeq2000)GBM	(Nivo,HiSeq2000)KIRC	FFT	1	0.7551020408163265	0.16666666666666666	0.0859699289072354	0.25	0.14285714285714285	0.0
3	cancer2cancer	(Nivo,HiSeq2000)	(Nivo,HiSeq2000)KIRC	(Nivo,HiSeq2000)GBM	FFT	2	0.58	0.33333333333333337	0.2199750412985707	0.0	0.7	0.0
4	cancer2cancer	(Nivo,HiSeq2500)	(Nivo,HiSeq2500)LUAD	(Nivo,HiSeq2500)SKCM	FFT	9	0.5246913580246914	0.5468975468975469	0.3793727388795058	0.13333333333333333	0.5185185185185185	-0.15289415743128765
5	cancer2cancer	(Nivo,HiSeq2500)	(Nivo,HiSeq2500)SKCM	(Nivo,HiSeq2500)LUAD	FFT	3	0.5351936693044566	0.5304659498207885	0.40117378588047736	0.5373134328358209	0.3673469387755102	0.0
6	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)LUAD	(Pembro,HiSeq2500)SKCM	FFT	9	0.5144861928474422	0.6573426573426574	0.6363632443938029	0.326530612244898	0.648936170212766	0.26968406094816344
7	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)LUAD	(Pembro,HiSeq2500)STAD	FFT	9	0.6088888888888889	0.5808080808080809	0.3045514540259013	0.2222222222222222	0.6888888888888889	0.059131239598908265
8	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)SKCM	(Pembro,HiSeq2500)LUAD	FFT	1	0.5775941230486685	0.817391304347826	0.6369818335259512	0.4651162790697675	0.30303030303030304	0.0
9	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)SKCM	(Pembro,HiSeq2500)STAD	FFT	1	0.6088888888888889	0.5909090909090909	0.2971174600902789	0.4210526315789474	0.26666666666666666	0.0
10	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)STAD	(Pembro,HiSeq2500)LUAD	FFT	2	0.5775941230486685	0.7869565217391304	0.6234381993397338	0.588235294117647	0.7878787878787878	0.4643270590580855
11	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)STAD	(Pembro,HiSeq2500)SKCM	FFT	2	0.5144861928474422	0.6512820512820513	0.6357066994902122	0.18604651162790695	0.6276595744680851	0.25035587206627025
12	drug2drug	(BLCA,NovaSeq6000)	(BLCA,NovaSeq6000)Atezo	(BLCA,NovaSeq6000)Pembro	FFT	7	0.7419659735349716	0.43223443223443225	0.12628199940433332	0.19047619047619047	0.6304347826086957	-0.017156587907687905
13	drug2drug	(BLCA,NovaSeq6000)	(BLCA,NovaSeq6000)Pembro	(BLCA,NovaSeq6000)Atezo	FFT	1	0.6179591836734695	0.3162393162393162	0.18473193755978912	0.0	0.7428571428571429	0.0
14	drug2drug	(LUAD,HiSeq2500)	(LUAD,HiSeq2500)Nivo	(LUAD,HiSeq2500)Pembro	FFT	9	0.5775941230486685	0.7000000000000001	0.4616307944928634	0.608695652173913	0.7272727272727273	0.413019714155313
15	drug2drug	(LUAD,HiSeq2500)	(LUAD,HiSeq2500)Pembro	(LUAD,HiSeq2500)Nivo	FFT	9	0.5351936693044566	0.5645161290322581	0.4619840383237952	0.24	0.6122448979591837	0.05184758473652126
16	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Ipi	(SKCM,HiSeq2500)Nivo	FFT	10	0.5246913580246914	0.5743145743145742	0.5189787278418514	0.5084745762711864	0.46296296296296297	0.01848684666616339
17	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Ipi	(SKCM,HiSeq2500)Pembro	FFT	10	0.5144861928474422	0.6242424242424243	0.6128787093778739	0.6050420168067228	0.5	0.17032612545052803
18	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Nivo	(SKCM,HiSeq2500)Ipi	FFT	3	0.5555555555555556	0.6863905325443788	0.4506364241368347	0.5	0.3333333333333333	0.0
19	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Nivo	(SKCM,HiSeq2500)Pembro	FFT	3	0.5144861928474422	0.6447552447552448	0.6469605422307959	0.5864661654135339	0.4148936170212766	0.0
20	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Pembro	(SKCM,HiSeq2500)Ipi	FFT	1	0.5555555555555556	0.6775147928994083	0.5194385862216804	0.5	0.3333333333333333	0.0
21	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Pembro	(SKCM,HiSeq2500)Nivo	FFT	1	0.5246913580246914	0.5916305916305916	0.4849844637750998	0.56	0.3888888888888889	0.0
22	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq2500	(BLCA,Atezo)HiSeq4000	FFT	1	0.5555555555555555	0.4387755102040817	0.27778064114861994	0.0	0.6666666666666666	0.0
23	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq2500	(BLCA,Atezo)NovaSeq6000	FFT	1	0.6179591836734695	0.5384615384615384	0.27695653962895345	0.0	0.7428571428571429	0.0
24	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq4000	(BLCA,Atezo)HiSeq2500	FFT	8	0.6477636142516103	0.5069693094629156	0.22099710723796945	0.0	0.7516778523489933	-0.07794257289470306
25	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq4000	(BLCA,Atezo)NovaSeq6000	FFT	8	0.6179591836734695	0.7820512820512819	0.6124575833058357	0.0	0.7428571428571429	0.0
26	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)NovaSeq6000	(BLCA,Atezo)HiSeq2500	FFT	7	0.6477636142516103	0.5546035805626598	0.2558689198687105	0.2300884955752212	0.7080536912751678	0.061001359370426896
27	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)NovaSeq6000	(BLCA,Atezo)HiSeq4000	FFT	7	0.5555555555555555	0.8163265306122449	0.6184926602219835	0.5454545454545454	0.7619047619047619	0.4287464628562721
28	sequencer2sequencer	(SKCM,Nivo)	(SKCM,Nivo)HiSeq2000/2500	(SKCM,Nivo)HiSeq2500	FFT	1	0.5246913580246914	0.5786435786435786	0.4754316881271295	0.56	0.3888888888888889	0.0
29	sequencer2sequencer	(SKCM,Nivo)	(SKCM,Nivo)HiSeq2500	(SKCM,Nivo)HiSeq2000/2500	FFT	3	0.6847366397539408	0.6609756097560976	0.44879090744114736	0.3278688524590164	0.19607843137254902	0.0
30	sequencer2sequencer	(SKCM,Pembro)	(SKCM,Pembro)HiSeq2000	(SKCM,Pembro)HiSeq2500	FFT	10	0.5144861928474422	0.5020979020979021	0.42442804885452257	0.5757575757575758	0.40425531914893614	-0.12314238678096157
31	sequencer2sequencer	(SKCM,Pembro)	(SKCM,Pembro)HiSeq2500	(SKCM,Pembro)HiSeq2000	FFT	1	0.5029585798816568	0.3214285714285714	0.479131770826673	0.7000000000000001	0.5384615384615384	0.0
