	ROC	PRC	F1	ACC	cohort	mode	seed
Test	0.5897435897435898	0.21623931623931625	0.4444444444444444	0.6875	Choueiri	Fehrenbacher_Teff	
Test	0.0	0.16336780866192632	0.0	0.0	Miao	Fehrenbacher_Teff	
Test	0.5612244897959183	0.39303155073831764	0.5	0.6190476190476191	Snyder	Fehrenbacher_Teff	
Test	0.12337662337662339	0.2772286334196049	0.24999999999999994	0.28	Zhao	Fehrenbacher_Teff	
Test	0.47023809523809523	0.5041256096887021	0.5384615384615384	0.5384615384615384	Hugo	Fehrenbacher_Teff	
Test	0.0	0.20442952775675885	0.0	0.14285714285714285	SU2CLC2	Fehrenbacher_Teff	
Test	0.505952380952381	0.36535646004216327	0.4666666666666667	0.5789473684210527	MGH	Fehrenbacher_Teff	
Test	0.636094674556213	0.3834119278297376	0.4666666666666667	0.5897435897435898	Allen	Fehrenbacher_Teff	
Test	0.8005050505050506	0.7350878751952669	0.6428571428571429	0.7777777777777778	Kim	Fehrenbacher_Teff	
Test	0.5585365853658537	0.2508393028466668	0.3125	0.5686274509803921	Riaz	Fehrenbacher_Teff	
Test	0.8181818181818181	0.8587800677015461	0.7792207792207791	0.7671232876712328	Gide	Fehrenbacher_Teff	
Test	0.6095890410958904	0.22087932795008647	0.4	0.6629213483146067	Rose	Fehrenbacher_Teff	
Test	0.611842105263158	0.5204517716548249	0.5287356321839081	0.5980392156862745	SU2CLC1	Fehrenbacher_Teff	
Test	0.5099778270509978	0.42306053972562613	0.4222222222222223	0.514018691588785	Liu	Fehrenbacher_Teff	
Test	0.6631054131054132	0.39561524486398897	0.512396694214876	0.6424242424242425	IMmotion150	Fehrenbacher_Teff	
Test	0.6017263427109975	0.29237057892971574	0.3880597014925373	0.587248322147651	IMVigor210	Fehrenbacher_Teff	
