	domain	group	train_cohort	test_cohort	mode	best_C	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
0	cancer2cancer	(Atezo,HiSeq2500)	(Atezo,HiSeq2500)BLCA	(Atezo,HiSeq2500)KIRC	GEP	0.1	0.5874380165289257	0.6850071225071225	0.4476244512144518	0.4835164835164836	0.4303030303030303	0.17142870369875376
1	cancer2cancer	(Atezo,HiSeq2500)	(Atezo,HiSeq2500)KIRC	(Atezo,HiSeq2500)BLCA	GEP	0.1	0.6477636142516103	0.5652813299232736	0.28735791216059725	0.2429906542056075	0.7281879194630873	0.09722336446638045
2	cancer2cancer	(Nivo,HiSeq2000)	(Nivo,HiSeq2000)GBM	(Nivo,HiSeq2000)KIRC	GEP	0.1	0.7551020408163265	0.6481481481481481	0.1723063973063973	0.3	0.3333333333333333	0.19802950859533489
3	cancer2cancer	(Nivo,HiSeq2000)	(Nivo,HiSeq2000)KIRC	(Nivo,HiSeq2000)GBM	GEP	0.1	0.58	0.6190476190476191	0.5515983586417023	0.4615384615384615	0.65	0.2058790548922549
4	cancer2cancer	(Nivo,HiSeq2500)	(Nivo,HiSeq2500)LUAD	(Nivo,HiSeq2500)SKCM	GEP	0.1	0.5246913580246914	0.5512265512265513	0.46905932948865947	0.2	0.5555555555555556	-0.05096471914376255
5	cancer2cancer	(Nivo,HiSeq2500)	(Nivo,HiSeq2500)SKCM	(Nivo,HiSeq2500)LUAD	GEP	0.1	0.5351936693044566	0.5716845878136201	0.5586648534045879	0.5	0.42857142857142855	0.0041411861732985
6	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)LUAD	(Pembro,HiSeq2500)SKCM	GEP	0.1	0.5144861928474422	0.6675990675990676	0.5670124400890199	0.25	0.6170212765957447	0.16627817054974828
7	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)LUAD	(Pembro,HiSeq2500)STAD	GEP	0.1	0.6088888888888889	0.8232323232323232	0.7166611420422397	0.6206896551724139	0.7555555555555555	0.46296161898907995
8	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)SKCM	(Pembro,HiSeq2500)LUAD	GEP	0.1	0.5775941230486685	0.7347826086956522	0.47831458396675786	0.5882352941176471	0.5757575757575758	0.4037864265436241
9	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)SKCM	(Pembro,HiSeq2500)STAD	GEP	0.1	0.6088888888888889	0.8232323232323232	0.7166611420422397	0.4888888888888888	0.4888888888888889	0.25
10	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)STAD	(Pembro,HiSeq2500)LUAD	GEP	0.1	0.5775941230486685	0.7347826086956522	0.47831458396675786	0.6153846153846154	0.696969696969697	0.4158004636546808
11	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)STAD	(Pembro,HiSeq2500)SKCM	GEP	0.1	0.5144861928474422	0.6675990675990676	0.5670124400890199	0.31372549019607837	0.6276595744680851	0.19548216603482652
12	drug2drug	(BLCA,NovaSeq6000)	(BLCA,NovaSeq6000)Atezo	(BLCA,NovaSeq6000)Pembro	GEP	0.1	0.7419659735349716	0.5054945054945055	0.1531787053526184	0.20689655172413793	0.5	-0.04214263608273427
13	drug2drug	(BLCA,NovaSeq6000)	(BLCA,NovaSeq6000)Pembro	(BLCA,NovaSeq6000)Atezo	GEP	0.1	0.6179591836734695	0.24358974358974358	0.18419853386939516	0.17142857142857146	0.17142857142857143	-0.5512820512820513
14	drug2drug	(LUAD,HiSeq2500)	(LUAD,HiSeq2500)Nivo	(LUAD,HiSeq2500)Pembro	GEP	0.1	0.5775941230486685	0.7347826086956522	0.47831458396675786	0.5925925925925927	0.6666666666666666	0.3758196498417308
15	drug2drug	(LUAD,HiSeq2500)	(LUAD,HiSeq2500)Pembro	(LUAD,HiSeq2500)Nivo	GEP	0.1	0.5351936693044566	0.5716845878136201	0.5586648534045879	0.4666666666666666	0.673469387755102	0.2551497437080722
16	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Ipi	(SKCM,HiSeq2500)Nivo	GEP	0.1	0.5246913580246914	0.5512265512265513	0.46905932948865947	0.42105263157894735	0.5925925925925926	0.11359764376575138
