	domain	group	train_cohort	test_cohort	mode	best_C	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
0	cancer2cancer	(Atezo,HiSeq2500)	(Atezo,HiSeq2500)BLCA	(Atezo,HiSeq2500)KIRC	IFNG	0.1	0.5874380165289257	0.6737891737891738	0.40277816262191335	0.5185185185185186	0.6060606060606061	0.2590168315561253
1	cancer2cancer	(Atezo,HiSeq2500)	(Atezo,HiSeq2500)KIRC	(Atezo,HiSeq2500)BLCA	IFNG	0.1	0.6477636142516103	0.5484654731457801	0.2584739868491845	0.34871794871794876	0.5738255033557047	0.08117331896411813
2	cancer2cancer	(Nivo,HiSeq2000)	(Nivo,HiSeq2000)GBM	(Nivo,HiSeq2000)KIRC	IFNG	0.1	0.7551020408163265	0.25925925925925924	0.09433311786252963	0.11764705882352941	0.2857142857142857	-0.28867513459481287
3	cancer2cancer	(Nivo,HiSeq2000)	(Nivo,HiSeq2000)KIRC	(Nivo,HiSeq2000)GBM	IFNG	0.1	0.58	0.488095238095238	0.2860150227023292	0.37499999999999994	0.5	0.0
4	cancer2cancer	(Nivo,HiSeq2500)	(Nivo,HiSeq2500)LUAD	(Nivo,HiSeq2500)SKCM	IFNG	0.1	0.5246913580246914	0.5901875901875901	0.5272999589178253	0.37499999999999994	0.6296296296296297	0.16243729953482985
5	cancer2cancer	(Nivo,HiSeq2500)	(Nivo,HiSeq2500)SKCM	(Nivo,HiSeq2500)LUAD	IFNG	0.1	0.5351936693044566	0.5519713261648745	0.42565567314329883	0.5	0.3877551020408163	-0.05184758473652126
6	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)LUAD	(Pembro,HiSeq2500)SKCM	IFNG	0.1	0.5144861928474422	0.6522144522144522	0.6403203213474041	0.4666666666666667	0.6595744680851063	0.27407641379245434
7	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)LUAD	(Pembro,HiSeq2500)STAD	IFNG	0.1	0.6088888888888889	0.8055555555555555	0.627120666040977	0.4583333333333333	0.4222222222222222	0.17588161767036212
8	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)SKCM	(Pembro,HiSeq2500)LUAD	IFNG	0.1	0.5775941230486685	0.8043478260869565	0.5552847397700339	0.5714285714285715	0.5454545454545454	0.3730019232961255
9	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)SKCM	(Pembro,HiSeq2500)STAD	IFNG	0.1	0.6088888888888889	0.8055555555555555	0.627120666040977	0.4150943396226415	0.3111111111111111	0.011772040233700279
10	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)STAD	(Pembro,HiSeq2500)LUAD	IFNG	0.1	0.5775941230486685	0.8043478260869565	0.5552847397700339	0.30769230769230765	0.7272727272727273	0.2502172968684897
11	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)STAD	(Pembro,HiSeq2500)SKCM	IFNG	0.1	0.5144861928474422	0.6522144522144522	0.6403203213474041	0.3333333333333333	0.6595744680851063	0.3130401238988219
12	drug2drug	(BLCA,NovaSeq6000)	(BLCA,NovaSeq6000)Atezo	(BLCA,NovaSeq6000)Pembro	IFNG	0.1	0.7419659735349716	0.4395604395604396	0.1282241828508332	0.23076923076923078	0.5652173913043478	0.013360724173441162
