	ROC	PRC	F1	ACC	cohort	mode	seed
Test	0.5128205128205128	0.20347222222222222	0.5	0.75	Choueiri	GEP	
Test	0.4166666666666667	0.2391086691086691	0.4	0.47058823529411764	Miao	GEP	
Test	0.020408163265306128	0.189330320522271	0.0	0.19047619047619047	Snyder	GEP	
Test	0.4852941176470588	0.3313603471995205	0.36363636363636365	0.44	SU2CLC2	GEP	
Test	0.5974025974025974	0.5862049358195603	0.6363636363636364	0.68	Zhao	GEP	
Test	0.06547619047619047	0.34604950904847065	0.22222222222222224	0.19230769230769232	Hugo	GEP	
Test	0.6136363636363636	0.4937768555990168	0.5599999999999999	0.6764705882352942	MGH	GEP	
Test	0.6568047337278107	0.4069514137538117	0.42857142857142855	0.5897435897435898	Allen	GEP	
Test	0.803030303030303	0.7074341003044894	0.6206896551724139	0.7555555555555555	Kim	GEP	
Test	0.5682926829268292	0.24895899362105506	0.36363636363636365	0.5882352941176471	Riaz	GEP	
Test	0.8212121212121213	0.8321752952455731	0.7631578947368423	0.7534246575342466	Gide	GEP	
Test	0.5933219178082193	0.23311309242123646	0.375	0.6629213483146067	Rose	GEP	
Test	0.6348684210526315	0.5241064363450653	0.5641025641025641	0.6666666666666666	SU2CLC1	GEP	
Test	0.5055432372505543	0.3824241694061209	0.4565217391304348	0.5327102803738317	Liu	GEP	
Test	0.6773504273504274	0.41491319737824195	0.5263157894736842	0.6727272727272727	IMmotion150	GEP	
Test	0.5518542199488491	0.2655340345966992	0.3448275862068965	0.5536912751677853	IMVigor210	GEP	
