	ROC	PRC	F1	ACC	cohort	mode	seed
Test	0.48717948717948717	0.1687169312169312	0.2	0.5	Choueiri	FFT	42
Test	0.4166666666666667	0.23924145299145297	0.0	0.47058823529411764	Miao	FFT	42
Test	0.6224489795918366	0.37980313337456195	0.3333333333333333	0.6190476190476191	Snyder	FFT	42
Test	0.22794117647058823	0.20924746418152745	0.0	0.4	SU2CLC2	FFT	42
Test	0.4935064935064935	0.4261287267943614	0.4799999999999999	0.48	Zhao	FFT	42
Test	0.5059523809523809	0.5847047574130386	0.5384615384615384	0.5384615384615384	Hugo	FFT	42
Test	0.49242424242424243	0.33285903650018706	0.28571428571428575	0.5588235294117647	MGH	FFT	42
Test	0.5414201183431953	0.3568380244284998	0.4	0.6153846153846154	Allen	FFT	42
Test	0.8358585858585859	0.7794906019872722	0.6666666666666666	0.8444444444444444	Kim	FFT	42
Test	0.46829268292682924	0.20016437919442137	0.3157894736842105	0.7450980392156863	Riaz	FFT	42
Test	0.6537878787878789	0.7429269777519893	0.6341463414634146	0.589041095890411	Gide	FFT	42
Test	0.5522260273972603	0.28302124420635355	0.3125	0.7528089887640449	Rose	FFT	42
Test	0.513157894736842	0.38290027446449987	0.4050632911392405	0.5392156862745098	SU2CLC1	FFT	42
Test	0.5181079083518108	0.43000289520232615	0.48648648648648646	0.6448598130841121	Liu	FFT	42
Test	0.6367521367521367	0.4635681465189029	0.4301075268817204	0.6787878787878788	IMmotion150	FFT	42
Test	0.6330242966751919	0.30854538394721526	0.31007751937984496	0.7013422818791947	IMVigor210	FFT	42
