	ROC	PRC	F1	ACC	cohort	mode	seed
Test	0.43589743589743585	0.16472416472416473	0.0	0.6875	Choueiri	PFT	42
Test	0.6833333333333332	0.35349206349206347	0.5	0.6470588235294118	Miao	PFT	42
Test	0.4183673469387756	0.2727068458962532	0.14285714285714285	0.42857142857142855	Snyder	PFT	42
Test	0.5367647058823529	0.3342768750856986	0.3076923076923077	0.64	SU2CLC2	PFT	42
Test	0.474025974025974	0.4073352880037372	0.45454545454545453	0.52	Zhao	PFT	42
Test	0.5535714285714286	0.677663802827303	0.6060606060606061	0.5	Hugo	PFT	42
Test	0.625	0.40264369847522347	0.4166666666666667	0.5882352941176471	MGH	PFT	42
Test	0.5177514792899408	0.417171444402106	0.4999999999999999	0.6923076923076923	Allen	PFT	42
Test	0.7398989898989898	0.576650854608292	0.5454545454545454	0.7777777777777778	Kim	PFT	42
Test	0.6292682926829268	0.36653635297319265	0.16666666666666669	0.803921568627451	Riaz	PFT	42
Test	0.743939393939394	0.8081390281505244	0.7333333333333334	0.6712328767123288	Gide	PFT	42
Test	0.6429794520547945	0.23219015511461233	0.0	0.7865168539325843	Rose	PFT	42
Test	0.641858552631579	0.6431611334464543	0.5915492957746479	0.7156862745098039	SU2CLC1	PFT	42
Test	0.6419068736141909	0.49939334044819633	0.5060240963855421	0.616822429906542	Liu	PFT	42
Test	0.729522792022792	0.6038546619336893	0.5517241379310345	0.7636363636363637	IMmotion150	PFT	42
Test	0.6792838874680308	0.3509871180493943	0.39999999999999997	0.738255033557047	IMVigor210	PFT	42
