	ROC	PRC	F1	ACC	cohort	mode	seed
Test	0.4615384615384615	0.16046777296777295	0.0	0.6875	Choueiri	NetBio	
Test	0.43333333333333335	0.24553571428571427	0.0	0.5294117647058824	Miao	NetBio	
Test	0.3877551020408163	0.2652897755838932	0.0	0.2857142857142857	Snyder	NetBio	
Test	0.3571428571428571	0.5294000266197063	0.2727272727272727	0.36	Zhao	NetBio	
Test	0.5535714285714286	0.7152711996609944	0.4615384615384615	0.46153846153846156	Hugo	NetBio	
Test	0.3333333333333333	0.35271795932825345	0.28571428571428564	0.4642857142857143	SU2CLC2	NetBio	
Test	0.41369047619047616	0.3263901721861658	0.3448275862068965	0.5	MGH	NetBio	
Test	0.5414201183431953	0.3435791316052729	0.38461538461538464	0.5897435897435898	Allen	NetBio	
Test	0.8308080808080809	0.8460273466371028	0.761904761904762	0.8888888888888888	Kim	NetBio	
Test	0.5609756097560976	0.3137689424102609	0.3157894736842105	0.7450980392156863	Riaz	NetBio	
Test	0.6886363636363636	0.7352029662365392	0.6329113924050633	0.6027397260273972	Gide	NetBio	
Test	0.8672945205479452	0.49826849819279195	0.42857142857142855	0.8202247191011236	Rose	NetBio	
Test	0.4765625	0.37162933980890456	0.4050632911392405	0.5392156862745098	SU2CLC1	NetBio	
Test	0.5236511456023651	0.4659634780825813	0.4096385542168674	0.5420560747663551	Liu	NetBio	
Test	0.5981125356125356	0.3931436458631985	0.4077669902912621	0.6303030303030303	IMmotion150	NetBio	
Test	0.6485933503836318	0.31375462547793	0.43037974683544306	0.697986577181208	IMVigor210	NetBio	
