	domain	group	train_cohort	test_cohort	mode	best_C	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
0	cancer2cancer	Atezo_HiSeq2500	Atezo_HiSeq2500_BLCA	Atezo_HiSeq2500_KIRC	IMPRES	0.1	0.5874380165289257	0.5716702279202279	0.36530535237431794	0.2962962962962963	0.6545454545454545	0.08006407690254357
1	cancer2cancer	Atezo_HiSeq2500	Atezo_HiSeq2500_KIRC	Atezo_HiSeq2500_BLCA	IMPRES	0.1	0.6477636142516103	0.519693094629156	0.24554670349129765	0.3745318352059925	0.4395973154362416	0.07793339352248428
2	cancer2cancer	Nivo_HiSeq2000	Nivo_HiSeq2000_GBM	Nivo_HiSeq2000_KIRC	IMPRES	0.1	0.7551020408163265	0.5	0.5714285714285714	0.0	0.8571428571428571	0.0
3	cancer2cancer	Nivo_HiSeq2000	Nivo_HiSeq2000_KIRC	Nivo_HiSeq2000_GBM	IMPRES	0.1	0.58	0.5	0.22894736842105262	0.4799999999999999	0.35	0.15018785229652767
4	cancer2cancer	Nivo_HiSeq2500	Nivo_HiSeq2500_LUAD	Nivo_HiSeq2500_SKCM	IMPRES	0.1	0.5246913580246914	0.3831168831168831	0.40735390835272595	0.4193548387096774	0.3333333333333333	-0.261617567014489
5	cancer2cancer	Nivo_HiSeq2500	Nivo_HiSeq2500_SKCM	Nivo_HiSeq2500_LUAD	IMPRES	0.1	0.5351936693044566	0.46236559139784944	0.39765260970618116	0.5090909090909091	0.4489795918367347	0.040181062001271216
6	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_LUAD	Pembro_HiSeq2500_SKCM	IMPRES	0.1	0.5144861928474422	0.5939393939393939	0.5466960845289011	0.4411764705882353	0.5957446808510638	0.13875060253079294
7	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_LUAD	Pembro_HiSeq2500_STAD	IMPRES	0.1	0.6088888888888889	0.4217171717171717	0.2020054141764668	0.0	0.5777777777777777	-0.2588158533262875
8	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_SKCM	Pembro_HiSeq2500_LUAD	IMPRES	0.1	0.5775941230486685	0.7304347826086957	0.6087121212121213	0.5882352941176471	0.5757575757575758	0.4037864265436241
9	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_SKCM	Pembro_HiSeq2500_STAD	IMPRES	0.1	0.6088888888888889	0.4217171717171717	0.2020054141764668	0.0	0.5777777777777777	-0.2588158533262875
