	ROC	PRC	F1	ACC	cohort	mode	seed
Test	0.17948717948717946	0.11093559218559218	0.18181818181818182	0.4375	Choueiri	TIDE	
Test	0.65	0.3965277777777778	0.4615384615384615	0.5882352941176471	Miao	TIDE	
Test	0.6020408163265306	0.35089553303839016	0.5	0.6190476190476191	Snyder	TIDE	
Test	0.4411764705882353	0.2736529382009721	0.4210526315789474	0.56	SU2CLC2	TIDE	
Test	0.6558441558441559	0.7045570160031913	0.6086956521739131	0.64	Zhao	TIDE	
Test	0.2261904761904762	0.3890094027961795	0.3846153846153846	0.38461538461538464	Hugo	TIDE	
Test	0.4128787878787879	0.30918801428293186	0.5185185185185186	0.6176470588235294	MGH	TIDE	
Test	0.9940828402366864	0.9881304592843052	0.9285714285714286	0.9487179487179487	Allen	TIDE	
Test	0.0909090909090909	0.1522550532510544	0.13333333333333333	0.4222222222222222	Kim	TIDE	
Test	0.2073170731707317	0.121828051657149	0.12903225806451613	0.47058823529411764	Riaz	TIDE	
Test	0.6287878787878787	0.7593254962484285	0.5277777777777778	0.5342465753424658	Gide	TIDE	
Test	0.1284246575342466	0.10190765618149486	0.03333333333333333	0.34831460674157305	Rose	TIDE	
Test	0.626233552631579	0.48526091156628504	0.5681818181818182	0.6274509803921569	SU2CLC1	TIDE	
Test	0.5144124168514412	0.42008528017536306	0.4	0.4953271028037383	Liu	TIDE	
Test	0.36075498575498577	0.2230312325133793	0.36641221374045796	0.49696969696969695	IMmotion150	TIDE	
Test	0.273081841432225	0.1538040269051991	0.1990521327014218	0.43288590604026844	IMVigor210	TIDE	
