	ROC	PRC	F1	ACC	cohort	mode	seed
Test	0.717948717948718	0.26011904761904764	0.4444444444444444	0.6875	Choueiri	CD8	
Test	0.0	0.16336780866192632	0.0	0.0	Miao	CD8	
Test	0.2857142857142857	0.2360066833751044	0.26666666666666666	0.47619047619047616	Snyder	CD8	
Test	0.5073529411764706	0.33409975139594705	0.5263157894736842	0.64	SU2CLC2	CD8	
Test	0.0	0.2616780075748614	0.0	0.0	Zhao	CD8	
Test	0.26785714285714285	0.4028549896445859	0.4444444444444445	0.4230769230769231	Hugo	CD8	
Test	0.446969696969697	0.3216675340963766	0.4166666666666667	0.5882352941176471	MGH	CD8	
Test	0.5798816568047338	0.3693624674588018	0.5	0.6410256410256411	Allen	CD8	
Test	0.7575757575757576	0.5928670623683412	0.5161290322580646	0.6666666666666666	Kim	CD8	
Test	0.5975609756097562	0.32989189715472333	0.29411764705882354	0.5294117647058824	Riaz	CD8	
Test	0.8068181818181819	0.8365661097768412	0.7733333333333333	0.7671232876712328	Gide	CD8	
Test	0.529109589041096	0.18695274116919688	0.339622641509434	0.6067415730337079	Rose	CD8	
Test	0.6040296052631579	0.43629180236350323	0.5060240963855421	0.5980392156862745	SU2CLC1	CD8	
Test	0.48078344419807834	0.3765500194860152	0.38636363636363635	0.4953271028037383	Liu	CD8	
Test	0.6855413105413106	0.43648277327369533	0.5128205128205128	0.6545454545454545	IMmotion150	CD8	
Test	0.5755115089514066	0.2635018606907374	0.3707317073170732	0.5671140939597316	IMVigor210	CD8	
