	domain	group	train_cohort	test_cohort	mode	best_C	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
0	cancer2cancer	Atezo_HiSeq2500	Atezo_HiSeq2500_BLCA	Atezo_HiSeq2500_KIRC	PDL1	0.1	0.5874380165289257	0.6194800569800569	0.37784642907272925	0.46540880503144644	0.48484848484848486	0.13392112839023226
1	cancer2cancer	Atezo_HiSeq2500	Atezo_HiSeq2500_KIRC	Atezo_HiSeq2500_BLCA	PDL1	0.1	0.6477636142516103	0.5610613810741688	0.24861253455164162	0.2802547770700637	0.6208053691275168	0.029549083529923782
2	cancer2cancer	Nivo_HiSeq2000	Nivo_HiSeq2000_GBM	Nivo_HiSeq2000_KIRC	PDL1	0.1	0.7551020408163265	0.2962962962962963	0.0959967320261438	0.2857142857142857	0.2857142857142857	0.16666666666666666
3	cancer2cancer	Nivo_HiSeq2000	Nivo_HiSeq2000_KIRC	Nivo_HiSeq2000_GBM	PDL1	0.1	0.58	0.38095238095238093	0.3814057634974818	0.2727272727272727	0.2	-0.49099025303098287
4	cancer2cancer	Nivo_HiSeq2500	Nivo_HiSeq2500_LUAD	Nivo_HiSeq2500_SKCM	PDL1	0.1	0.5246913580246914	0.556998556998557	0.4378839585753197	0.5238095238095238	0.6296296296296297	0.22077922077922077
5	cancer2cancer	Nivo_HiSeq2500	Nivo_HiSeq2500_SKCM	Nivo_HiSeq2500_LUAD	PDL1	0.1	0.5351936693044566	0.5591397849462366	0.5366962189446157	0.45	0.5510204081632653	0.0781631749350903
6	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_LUAD	Pembro_HiSeq2500_SKCM	PDL1	0.1	0.5144861928474422	0.654079254079254	0.6487547980982403	0.4642857142857143	0.6808510638297872	0.3336017624190052
7	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_LUAD	Pembro_HiSeq2500_STAD	PDL1	0.1	0.6088888888888889	0.7904040404040403	0.550174113185994	0.5714285714285715	0.8	0.45226701686664544
8	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_SKCM	Pembro_HiSeq2500_LUAD	PDL1	0.1	0.5775941230486685	0.7304347826086957	0.40767665598934943	0.5405405405405406	0.48484848484848486	0.3108349360801046
9	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_SKCM	Pembro_HiSeq2500_STAD	PDL1	0.1	0.6088888888888889	0.7904040404040403	0.550174113185994	0.6	0.7333333333333333	0.43082021842766455
10	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_STAD	Pembro_HiSeq2500_LUAD	PDL1	0.1	0.5775941230486685	0.7304347826086957	0.40767665598934943	0.5714285714285715	0.5454545454545454	0.3730019232961255
11	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_STAD	Pembro_HiSeq2500_SKCM	PDL1	0.1	0.5144861928474422	0.654079254079254	0.6487547980982403	0.46153846153846156	0.6276595744680851	0.2033482350523874
12	drug2drug	BLCA_NovaSeq6000	BLCA_NovaSeq6000_Atezo	BLCA_NovaSeq6000_Pembro	PDL1	0.1	0.7419659735349716	0.4945054945054944	0.2802192847282706	0.3076923076923077	0.6086956521739131	0.13627938656909985
