Index,Bcell_l_Danaher17,Bcell_sc,MemBcell_sc,NaiBcell_sc,Plasma_sc,CD4Tcell_Combes22,CD4Tcell_IL2_I_Kaptein2022,CD4Tcell_sc,Th17CD4Tcell_sc,CD8Tcell_sc,BadCD8Tcell_l_SadeFeldman18,CD8Tcell_Combes22,DualExpandedTcell_l_Wu20,GoodCD8Tcell_l_SadeFeldman18,ResourceCD8Tcell_sc,CMCD4Tcell_sc,MemTcell_sc,NaiTcell_l_Li19,NaiTcell_sc,Tcell_markers,Tcell_Combes22,Tcell_IL7Rmax_sc,Tcell_l_Danaher17,CytotoxSig_Davoli,CytotoxTcell_Jiang,CytoxAct_Rooney,Cytotoxic_l_Danaher17,CytotoxTcell_sc,CytoxTcell_l_Li19,ExhTcell_Jiang,ExhCD8Tcell_l_Danaher17,ExhCD8Tcell_sc,ExhTcell_l_Li19,ExhTcell_l_Tirosh16,Target_marker_GeneBio,Target_marker_CTLA4,Target_marker_PD1,Target_marker_PDL1,Immune_checkpoints,RegTcell_Blood_l_Zhang18,RegTcell_Combes22,RegTcell_l_Li19,RegTcell_sc,RegTcell_Tumor_l_Zhang18,CD56brightNK_sc,CD56dimNK_l_Danaher17,CD56dimNK_sc,NK_l_Danaher17,NKcell_sc,ILC1,ILC2,ILC3,cDC_CCR7_sc,cDC_sc,cDC1_Combes22,cDC1_I_Liu2018,cDC1_sc,cDC2_Combes22,cDC2_sc,pDC_sc,Macrophage_TAM,Macrophage_Combes22,Macrophage_CXCL9_sc,Macrophage_l_Danaher17,Macrophage_MARCO_sc,Macrophage_MSR1_sc,Macrophage_sc,ClassMonocyte_Combes22,ClassMonocyte_sc,NClassMonocyte_sc,InflamMonocyte_sc,Monocyte_sc,Myeloid_Combes22,Myeloid_sc,Basophil_sc,Eosinophil_sc,Granulocyte_sc,Neutrophil_sc,Mast_sc,Mast_l_Danaher17,Erythrocyte_sc,Platelet_sc,HematoStem_sc,Stroma_Combes22,Pericyte_sc,Nurmik_CAFs,Fibroblast_sc,InflamFibroblast_sc,Endothelial_sc,Endothelial_Kahn20,Cholangiocyte_sc,Epithelial_sc,Mesothelial_sc,Adipocyte_sc,Hepatocyte_sc,PancreaticEndocrine_sc,Pneumocyte_sc,Anti apoptosis pathway,Pro apoptotic pathway,Fehrenbacher_Teff,Ayers_IFNg6,Ayers_IFNg18,IFNG_l_Rozeman21,TGFb_pan,EMT1,EMT2,EMT3,TGFb_set,TGFb_CCR,Cytokine_Ils,Cytokine_TNF,Cytokine_IFNs,Cytokine_GF,Cytokine_CSF,Cytokine_Chemokines,Messina_CKS,Proliferating_G1S_sc,Proliferating_G2M_sc,Proliferating_sc,TLS_v1_Cabrita20,TLS_v2_Cabrita20,DNA_replication,Cell_cycle,Cell_cycle_reg,Nucleotide_excision_repair,Fanconi_anemia,Homologous_recombination,Base_excision_repair,APOBEC_set,Ubiquitous_immune_sc,Ubiquitous_sc,Reference_NanoString09
IMVigor210-0257bb-ar-0257bbb,0.9971587060816838,1.0202165583035283,0.8075520515317824,0.5685386141104638,1.0703873043658596,1.1469662889629197,0.8485716028837031,0.7411781034349265,1.9370587669609336,1.011839927826173,1.0268243157620207,1.08742494544664,0.8866509474186616,1.1596325667737795,0.9416124123931604,1.2019706540159611,1.2224737832479984,0.9628266640808631,1.0403757655309092,0.8782517983834894,0.9104868545052953,1.0348777692332196,0.9827862861692768,0.9620990174458932,0.9873952937970194,0.96472674079911,0.9366499916369607,0.9050810543853796,0.5848036291424009,0.9690172355503351,0.7053263725708093,0.8589173753804511,0.8516537730117562,0.999203912511488,0.8156937384494485,0.9785894002312712,0.30776115573407126,0.8701427415375941,0.679044165565285,1.0904242345827992,1.0285494896028873,1.3599035930302177,0.9958171137180367,1.120524807613624,0.8450819435649092,0.5214106699551848,0.6960534470273986,0.8304338823293917,1.1284987323215558,0.8948610966032682,1.3949000853013742,1.1380679464614405,1.185419696045924,1.7770401703943766,0.8667466549255303,0.8447522187732767,1.1550201548698966,1.0504527373680228,1.1472138221207482,1.1454479804409308,1.1640185211214649,0.8029950092472922,0.709392877094913,0.8639621611107305,0.7685760751246848,0.9094090750830714,0.7437598924845528,1.1300856938506427,0.596911537899035,1.1302278969520163,1.0513893405555301,0.49056845832643026,0.7576560796276576,0.9998348714432209,1.827881557005346,0.5372851551225652,1.7061631277557399,1.490043811358868,1.6628238090956475,1.9298458882515033,1.093580574235211,0.8734443620402721,1.0278041420608104,0.9366345275472593,1.0713133388574938,0.6957565959461245,1.0102130699735594,1.0960789386256984,0.9965446716109397,0.9521572284150577,1.5786511008735422,2.061165312922762,1.011366064107678,1.0379991257054606,0.04323181627814288,1.2584275678650938,0.9642019889213238,0.9212809943240728,1.0601139016892498,0.7848539611842106,0.8977634779562848,0.9679887619338604,0.8960675519283818,1.0213252052643575,1.157883487615001,0.9373945988470322,1.0247993707349743,1.0085028619850247,1.0168884238853302,0.9023481499509765,0.8856750974342126,0.6517707665512166,1.0014056292612392,0.7982546041817011,1.0864754319714465,0.7475723669656039,1.519448653429839,1.3615447931682958,1.2560473548780728,1.0707453447531408,0.9956725729233026,1.2553732962862238,1.3616667108156015,1.1371807544102681,1.1317940929916577,1.3913297964296898,1.3829338173152337,1.1443429333483897,1.686419433647697,1.1103825849988476,1.1443185808655807,1.096930266818734
IMVigor210-025b45-ar-025b45c,0.18803468235675055,0.14321672366948163,0.45788377396401003,0.47936762978932307,0.6870183351319413,1.0935533120535303,0.738124074903758,0.8852228835432955,0.5447379066021449,0.4258993967304398,1.0586068007980156,1.0027264671298204,0.5863487741493961,1.1074563539643405,0.8033268010826218,1.152882247174906,1.117205278392766,0.9103663571313004,1.0064308148914034,1.291048738743063,0.450137714414332,1.101510144228903,0.5758272792075212,0.493316722860342,0.45828886809894326,0.49271005296102244,0.38383510265978676,0.48781774131219596,0.5186316050171319,1.1426405136521283,0.48183377531088495,0.9794111196898302,1.0125255191182219,1.048372815047141,0.8081408636528389,1.2614915768131008,0.14025345772192632,0.6817844878630251,0.7983369186599535,1.1571266242568852,1.0782288960409483,1.4049460532662235,1.1676836499223862,1.2701785466911566,0.7656419360141858,0.5244422183999389,1.0169156098665684,0.7312607977038431,0.7008883223499818,0.7795363046482137,1.2292989760396726,1.1063944402430865,0.8791417640751273,0.9460414239281294,0.8636050579672228,1.0761959874354796,1.2871777450934665,1.198498307079723,0.9954085002869985,0.36150051400754124,1.1534106921911624,1.0079382668348191,0.3545876996002288,1.1223116116971021,0.9340886613999856,1.1016073671597486,1.1353296934247181,1.3347367561055572,0.9043610077730313,1.5217186987185156,0.9617089579058993,1.020576079624644,1.0473535731829429,1.079633972074072,1.2850745892442723,0.6277538335961288,0.8776503215061731,0.7893871912996919,1.4130886815091017,1.4348413790705459,1.0535574583856722,1.3606428139145725,0.9759048657713019,1.5972905231633232,0.7540214611045134,1.9847560368121817,1.3554161804106561,1.5337281082528964,1.0502071435851656,1.0473324104466601,1.3859530323199967,1.158571346562275,1.7971836747840109,1.3418360841656647,0.16256246516778616,1.3232796596010383,0.5949663218846114,0.9068570454898957,0.9955844819186035,0.38497351083134485,0.7693127918539248,0.7730837663881028,0.6891630234313874,1.3644682566268984,1.2977106423742686,1.580766387223002,1.3344487373169172,1.2330411640858072,1.1681901037648585,1.0574955604751604,0.9570146799838511,0.060915519071230086,1.2233897710178328,0.9338419377918441,0.9781228706941437,0.5206901235260151,1.1031903158495417,0.9800228522276937,1.0590236346850221,0.772294374083446,0.6140588018117383,1.0343355932648968,0.9575241002236476,1.0984642706293006,1.0420600527924864,1.0631910231651138,1.039289060722042,0.9851917124140326,1.2422933652779828,1.1563564885666913,1.1253494912417357,1.0550890734313743
IMVigor210-032c64-ar-032c642,1.6836655520661974,1.604783161486129,1.2591754713000052,1.255100534307817,1.7047264857634203,1.1415748304057372,1.4244975266961994,1.0189027114853664,1.3148472333283028,1.1864244230534289,1.3294407903866419,1.1710467880873727,1.303908430693042,1.3313103677954157,1.0693073675964675,0.9463944706411368,1.1671780331142383,1.1338570152717322,0.9492763616525248,1.1960874930754957,1.3778674068947048,1.0902651931521603,1.4269139019689763,1.4174245293753396,1.4793935130087748,1.4785981985761958,1.4381777335436985,1.5130123128687467,1.0424396058025998,0.9082343416162826,1.3159982843127058,1.4117720289410314,1.2004131998843461,1.1375106946927382,1.8927277463282823,1.7416532285709414,1.2995652288665762,2.23881287941277,1.7526096681375656,1.193201007284712,1.9743967520421328,1.2735831011939527,1.317222573292767,1.3186924180433583,1.4206219350287643,1.9919826064866704,0.8490877279490552,1.8774562407151263,1.4770424429515687,1.4180640182274806,1.122403212192753,1.0159707986794377,1.1222461582487253,0.5260689789851749,1.2760918012500126,1.1748694506720252,1.16667683371934,0.6113458087282123,0.7539508164700041,3.6146394219267934,0.8677078050571527,1.2057964939997896,1.639661807276906,1.1433509403269533,2.192688961563218,1.1708980371322182,1.1280904602963668,1.0593178479957641,1.683312416861141,1.0237597606478748,1.2775109231405999,1.4102310864724765,1.2538840703786487,1.2111075609805602,0.5545704532194159,0.9692020795080786,1.1216087573798261,1.1884084605978669,0.5897307487033031,0.48230186984649953,0.9500883176862196,0.7934559073996382,0.7391449248341966,0.8081373906513023,0.5625849659609321,0.9597836870451698,0.709472790143016,1.373323692244088,0.796743187755276,0.8025141409286642,1.1647886787323043,1.121009461276646,0.6020961044999442,0.5951612805681962,0.10150415303223848,0.7736731464522996,0.8459246299779043,0.8461210383008329,1.0563634842054643,1.5703013182885979,1.3717623443526437,1.402969139275842,1.4087265257029686,0.9638951761328469,1.1185521099361238,0.9466448127032198,1.0038634745197126,0.8814041228458361,0.9277002354230379,1.4443664969648506,1.1218059690480633,1.0239189463613625,0.9386916471076415,1.1667099126366374,1.3086895098923161,1.5222952785604138,1.472797551920609,1.5871546557883172,1.237161260115694,0.7400897373599152,1.2680597423784397,1.306590127592343,1.4652901754348648,1.1649395790390613,1.22882970271292,1.4846589635525171,1.5698358514628876,1.3068835822376668,1.8055714111146515,1.127780948652295,1.1072341174936673,1.1227560402183967
IMVigor210-0571f1-ar-0571f17,4.9809831216348615,5.68524077714727,2.906851816382104,5.53041169420249,2.5462952826590515,1.55363250301306,2.0620867739764304,1.8657373879474897,0.9356182273960547,2.077418317962804,1.3564867417622772,1.3228884220792743,1.6517429749810435,1.832110805937074,1.9719393161787113,1.2151710154617246,1.6276669159504422,2.257149430308229,1.9321821419494587,1.112033853290629,2.33232213606706,1.5212836268613508,2.2870034280429032,1.9594111031990682,1.8442323050010616,1.7772018332553225,1.7716587233150436,1.6916300649126075,1.370603204360708,1.1267863065878714,1.6048897171423553,1.7057574305069982,1.4118464483147706,1.2985393880007787,2.1223244025016563,2.398948068237344,3.1353368694139325,1.5158659021577434,1.8104768959150392,1.621527997548942,2.1763175243914774,1.8576879490966316,2.1719603170120156,1.8164163126333916,2.323559379431252,2.5694106805017456,0.6949970316469588,1.781821863031132,1.8534406150416773,1.6035840905275542,1.3476394619144783,1.117557536703303,1.7954898494959832,2.064859727182105,1.4913755162883593,1.5798948990408612,1.518289345210241,1.955713369935428,2.0960127775711004,2.541886021142095,1.0401932521859076,1.00209500570516,1.7014630055967104,1.12773268480163,0.5034021753268895,1.1629252659192437,0.8753915516113494,1.1816382243152785,0.6212314690020216,0.9857504099694501,0.9032956157734761,0.7596509806689405,1.2656229554088299,0.9603452301382179,0.8417547861950474,0.8113542407837491,0.8204638814610764,0.728931247171565,0.7689781122170022,0.7521699429057521,0.8945434147980295,0.655963512902207,1.1251052122633465,0.8634364516706634,0.6304138368772961,0.663935846933753,0.8324921877941598,0.5689222430909968,1.140724761633351,1.065778225471125,1.0437270391066948,1.0566216624118188,0.7910150246268933,1.4243252470453744,0.26455028451625867,0.809908167562556,0.9222994802690967,0.9542156292202719,1.2089428950600305,1.760194931279553,1.4246646334775181,1.6498979078803684,1.4996316388365787,0.8831262354161246,1.0966390476162498,0.8281652111405371,0.9725521417355614,1.1154265789060165,1.044372156545914,1.268141299301385,1.517139207221966,0.6582019646179705,0.7763943685318574,1.1267822334336899,1.0699581998251888,1.8021404772017107,1.3228736256382103,1.3374967474727226,1.1596453408862943,1.725526267496581,2.537882128069567,1.1468764231997994,1.217934543638613,1.0979741823551643,1.0854153479688258,1.3309096930685425,1.3724276204608747,1.1169855154362716,1.402523676005438,1.110900027292736,1.1039590736497162,1.0682803676845427
IMVigor210-065890-ar-0658907,1.0074412828671555,0.864421199196051,1.219299926598234,0.3847937066788485,1.322926914290683,1.1126334041115338,0.8940635723082361,0.6398706586994454,1.2665407940753775,0.9264065673839474,1.0817212232137798,1.0356281854630491,0.883290649688119,1.141043371998883,0.7020542581356141,1.171007638876802,1.0852170423441443,0.874699197607453,0.8690273099803817,0.8012590534511594,0.9093681634821319,0.706127399074626,1.1023668141679077,0.9445273551709666,1.0431036923237305,0.9846395569482139,0.9018097339858862,0.8122241718889207,0.35588585985920285,0.9065017251844671,0.7984775765148371,0.9145030899486899,0.8185800471818934,0.9682892507670328,0.945727684397038,1.3817283591015028,0.3531772918717605,0.8056580393660203,0.806784228217664,1.1473221771543962,1.1061898641417085,1.594431246576532,1.322275443699489,1.2869234427184135,1.5905565091330303,0.5701383763299408,0.5557180013796699,1.5780233068235736,1.2741105182611245,0.9737587036136437,1.1282197105238567,0.9635671622692104,0.8623160694509608,1.271086393196273,0.9877310226310247,0.7869223204879933,0.5387700340576216,0.723165390105505,0.5533613737602099,0.3577515547024042,1.0376622469923515,0.8016657410401166,1.3215942359716621,0.8062558450590113,0.29569348530030853,0.8320506280759354,0.7277254788156128,1.0851454680515746,0.8453680267952924,0.8679394441735879,1.0161536354117475,0.5650106809017583,0.6928615562492247,0.8042394911405687,0.8742428378169187,0.5954973405885104,0.9647288737886883,0.8837837649336154,0.8676399051026317,0.9233515192715298,0.9156912569318204,0.7711913345041358,0.9524774502188988,0.6935017167866445,0.5160276540587191,0.4326925554221879,0.6465423844964961,0.9021054639869551,0.5992757271365475,0.6009490305375353,1.3425949068257343,1.7406741578159448,0.8427024806954295,0.8274841716584899,0.03189181032383308,0.6393680617300501,0.605816760305847,0.8323870506204321,0.9519387471950039,1.097327125612963,1.1925113352681347,1.11390339873942,1.1524693927407532,0.8192198813817745,0.9793455916733588,0.6945935868943564,0.6213111388244525,0.8936289287459921,0.8356762964017952,0.8671355519954073,0.7506471276451671,0.8393623481783844,0.7868520846522967,0.6992589635421893,0.8036228355176476,0.8755008310785569,1.2377774596202933,1.2652658175466929,1.1459950494141853,0.7207192776188214,1.0786798640253414,1.075166876844857,1.1276085500305757,1.172355435102968,1.0251863832437254,1.2512685291791272,1.1796261140262205,1.019921402612983,1.8343927009506307,1.1564727533323156,1.1188692726207536,1.072568938311104
IMVigor210-0684af-ar-0684af7,0.08228126662999036,0.08684667292167282,0.97690178325159,0.12855206793104101,0.23522212497304157,0.8999027219198688,0.48249211420977833,0.505384013009705,1.4775744663392838,0.25325203771429483,0.8686287971273927,0.8811022801979936,0.413587221192614,1.0062719046462665,0.4904268980809221,1.3529178851078536,1.0414718264684062,0.7134890186029255,0.8215781480317126,0.9935834195489356,0.2989467408583249,0.6756348108768803,0.46803300947210436,0.32908138391074304,0.2539406308111114,0.2973141388760504,0.33083032531897283,0.2122485957658681,0.19711872677009745,0.9541342728000687,0.6848960468967821,0.4618239418142443,0.7137040858038672,0.8901130760640354,0.4797471123074811,0.45204909525662545,0.0457634452188866,0.6643952146545494,0.37025226896232416,0.7802514119740149,0.5002246266939095,1.1071225453597295,0.4264702470658131,0.8235621814982311,0.6079175453648513,0.23632726965522116,0.6026800669919588,0.4248285558334581,0.23969414314228144,0.4057159563005958,1.1387581783007619,0.9848905875041021,0.587276081592607,1.0274766310055452,0.5471035290179231,0.8332013383661985,0.5079174718094026,0.2245735310662049,0.12777648434739863,0.05585860853488612,0.9073139631431452,0.6889335744239103,0.527360964010527,0.6848701014512776,0.906132816465327,0.7382042683596067,0.614752613169279,0.8815534078014886,0.4317201823861208,1.0869069750785425,1.0291199519026915,0.39390835987803874,0.5293242695895518,0.7263171752852724,0.4449309661031761,0.36134849739231273,0.5816417747472359,0.6704833532826466,0.6678271407648863,0.39250073894274295,1.0827534912741557,0.8785785142994474,0.9093927068968959,0.9650777224482174,0.9061684273878979,0.6417346714451352,0.884803783974229,1.277236022883112,0.7732717147873941,0.9375226352469597,1.445484767383188,1.734622606785352,0.9836500719708381,0.9366736086986365,0.0334305016128486,0.7912510486810252,0.5765613947168897,0.8128558288441781,0.941569764494651,0.39344197391770835,0.7654881206542242,0.633294042301524,0.6407553791034981,0.9508482172855268,1.0454267481765342,0.8235826222259277,0.8206562708563291,1.0921212686706516,1.0460824150586154,0.7377546087519785,0.5212064778500769,0.994083036398346,0.9537827093665883,0.6639065173492577,0.6741751505010855,0.4763592225231848,1.315485970172194,1.2811093927250468,1.1239635869201576,0.28050794424625747,0.3515420810582144,1.1002344168125255,1.1549994635038636,1.1739761607311217,1.020199598216783,1.186879286058953,1.1636895250971098,1.0313695579666566,0.870438038721367,1.130141339845535,1.0861506092867284,1.1088413145185194
IMVigor210-075e03-ar-075e037,0.15808549567324306,0.1126067182670993,0.7545019707889348,0.24932648313740666,0.3121385888820265,0.8873687649032799,0.30645709389186304,0.3359352511686773,1.175660578184322,0.40775155100982396,0.8366865858335925,0.8963433382547121,0.5885724973944487,0.8400376780590374,0.395260106342005,1.1932931216513551,0.8558512647001997,1.022626716270796,0.4709628865067351,0.7958186983428491,0.4153697129852017,0.742682919893889,0.5153119431490312,0.3855380148615514,0.5364952610025675,0.5346720087290424,0.6093897360600766,0.5126650266711289,0.4353904205782972,0.8642220253577229,0.4390691364716443,0.4557525576730744,0.7445595669301011,0.8709304983349293,0.5898421922922843,0.380407078597282,0.0,0.9829955358974359,0.4057127926516307,0.7748736874980076,0.24064162181779244,1.0757536776889869,0.2170449233011213,0.8557018109907233,0.8493424495854568,0.23922793304224757,0.4052084151510818,0.45067450223653954,0.44842387756534857,0.4887988479995726,0.6169754694542369,0.9322327278115554,0.3666341656290799,0.9440981507047673,0.6065677694122897,0.7920281832515381,0.5191485718237326,0.20189802676007412,0.1639895988197442,0.3454997442428209,0.8339703537230887,0.4119695251514951,0.4135537396706935,0.5624659337034937,0.8722230706173462,0.33435005590445943,0.38214787347478757,0.7150997978677889,0.4528206300346916,1.4138972994707593,0.7290512618997258,0.543186401484317,0.4085148653802741,0.5321589983257297,0.3697661412136248,0.39808979398083266,0.3709302864808783,0.4006069521341387,0.41893601249311746,0.3403760735764812,1.075309964055231,1.015782045488188,0.7400317627928902,0.6953157120463413,0.5710777912563257,0.5927933603137165,0.764343295552199,0.6254636630138343,0.6637426688209268,0.7416123446594856,1.1912933748376717,1.643375337024459,1.1033426537199833,0.40919476563574725,0.024664801672171083,0.7656057472328917,0.5748120269811722,0.8172920300875375,1.0361752706692193,0.46983978494637824,0.6470289621666054,0.6214860839251903,0.6064310836988955,0.9330706936203731,1.0063300221123832,0.7036653005784209,0.6165264872256389,0.9725688156821446,0.9450007530628523,0.6794127473572052,0.5105969505498089,0.014312124023277653,0.8496357499179463,0.6680938278536654,0.47701352737637565,0.34533412584039686,1.062199524724846,1.0030550165524355,0.9967278064217859,0.611419987988258,0.64499811202509,1.0747836154305166,1.057592597795174,1.216007861401413,1.05087618521955,1.1317274899510563,1.1453768703894622,1.072980638609871,0.9729946410501177,1.1069399890987452,1.113998016560447,1.0933586725685978
IMVigor210-07a93a-ar-07a93a2,0.6378816120380185,0.49056386946281405,0.3480829490581069,0.7514101963159069,0.7685764668795448,1.244410710940222,0.7519565369317274,0.9052669555089288,0.8786395721616373,0.6324775722231222,1.0372232356722932,1.0079971916615995,0.6566063502890306,1.002092360711398,0.8258681641132448,1.1945960433608513,1.082876423113398,0.6819119117204478,1.1011224558753545,1.1774846725895542,0.5307721432632672,0.8398700234911415,0.6678253213803045,0.4941930154402147,0.5867374235050129,0.48748337945871606,0.46878503501270147,0.4052492977294538,0.4820028312483081,1.163560154808243,0.49214102691147854,0.8552588465000664,0.8938955916519447,1.0056434460624435,1.055288199609428,0.7913905655628849,0.5140580082287677,1.475405528620242,0.8369794319320365,1.2095574859956055,1.0822259925282858,1.4277899480638687,1.0267263591259121,1.208261575291115,1.3575123839474141,0.23571883267680332,0.893380702883481,0.9056589087030102,0.4368002255490439,0.720820519352242,1.2081607002004269,1.0208340087864962,0.9591503265526906,1.7420379548619658,0.8478633430237595,0.979937625923155,0.6662535293789358,0.8502610831282037,0.8107081495465825,0.6432130313638117,1.1380767471467048,1.125080219586582,0.6264488054280669,1.0130720978217467,0.7698205262027462,1.1736341986019196,1.1844909547927454,1.009185983868781,0.5637727330707062,0.9362871814570215,1.0248567719049677,0.7228650478672737,0.9897405799808028,1.0188529695546085,0.9393071416265848,0.7786939738784203,0.8830504182176393,0.8155320282663736,1.1005346576665924,1.151738720770363,1.0174269996862615,0.7726915488346545,1.5332785288470776,1.1644381846090264,1.278443827015297,0.82317298683583,1.2587140669602883,1.0307679681639832,1.3439510899861158,1.4200336071842932,1.1716759699269357,1.8012792910833442,0.9822464724133502,1.3856977550792184,0.04405403906408809,1.047192958466418,0.9008494490809255,0.8487228712305042,1.0311544353618165,0.614164507594886,0.8967110031122164,0.8078348001836294,0.8001328730972123,1.1140546064809034,1.2024095974529032,1.1631641048533623,1.1611049731604228,0.9828025767055572,1.056531804395448,0.9908105540857362,0.758108583645534,0.17714602444760622,1.2012728473928345,0.8592165118359577,0.8468438076426852,0.7830946758951486,1.3405246034532705,1.2604377506828377,1.1664474276575423,0.9748753523072885,0.9743904716672852,1.2421898730645151,1.312012132812073,1.0784071906117225,1.1658906333571522,1.4596568345147591,1.4928480162007496,1.2252534601937746,2.1126486505425857,1.178290372382241,1.1292975519504638,1.0684999250277711
IMVigor210-08cce2-ar-08cce2f,0.9027199639163129,0.8228512141630197,0.5293617141368447,0.46383902411435474,0.42014857216752854,1.0362812493332623,0.5405206001024151,0.6708301910796423,0.6824475875684589,0.4135656956507049,0.9312699172333627,0.8716148617787678,0.5319903546573903,0.978254661124431,0.8435611788264078,1.437298901830992,1.1592513835908833,1.0144428694725502,0.7284222558184072,1.003054000682058,0.6060083843182169,0.9855734218493114,0.8034747084358793,0.6910857310152991,0.2975615440599789,0.29236886272910556,0.45398698878654603,0.3924523716040672,0.6679665427634124,1.0110538616558185,0.7073656613652566,0.5802172731036154,0.874114138763103,0.9591094189464379,0.5369903801738461,0.41053698216747275,1.0444271495251234,0.45256259664695275,0.40201827076316876,0.8354471680403848,0.312852274956832,1.0980811269478947,0.46649086639581583,0.9907258731244455,0.9882300570174599,0.15474614441027992,0.46189186172801955,1.3527090809530424,0.7358198930956693,0.5107792876791348,1.0704650289159592,0.9745633781127488,0.6007120529979221,1.5048021890696535,0.5907184994894755,1.1276834962746183,0.5958327101200508,1.27408741034831,1.2037530848680078,0.8389835040405362,1.1368540972550853,0.4575862196018408,0.03999654511312314,0.6696541715416159,0.31672985889144456,0.3527027437209641,0.42377745258575533,0.9666786486480781,0.8748522345613499,1.0460497245522287,0.7018132165400645,0.4295062227971714,0.5348404566602889,0.6186872327309489,1.1447016419283287,0.34112838822110336,0.914454779203984,0.8439751686647291,1.1482015550444957,1.260991835085504,1.1197260525460013,0.6892502949967096,1.2754044500923065,0.8863584852705509,0.9527245796150196,0.6456174302734204,0.955690344417829,0.753151673700214,0.9500021318420169,0.8993514983587177,1.3681936107980484,1.7162668727354344,1.0356103281096372,1.7060104237378673,2.5843933804420924,0.9838157312524006,0.6559425865544171,0.8096540226421309,1.0251946876164715,0.23779826241336674,0.5493151147157403,0.679943159380005,0.45579505570091733,1.0741597130924891,1.0652419746474173,0.926052369547942,0.7503213056989039,1.1543528170114237,1.0508841377565497,0.6990944405528664,0.639372883139611,0.030076155746864616,1.0602825759907595,0.797176724335856,0.5252172944225514,0.3491820415204878,1.0481538117815143,1.022767366379106,1.0089490470709448,0.6183138174155416,0.8038716942078348,0.9684785817219315,0.9374102805252401,1.1567401747911603,0.9950552582704635,1.0143326617587973,0.9566107720790844,0.8839194498564482,0.822434777660818,1.1034033105388261,1.132327611755966,1.110592939199706
IMVigor210-09c84e-ar-09c84ec,0.06416420245305646,0.061766513853344765,0.8545573838701154,0.25540591634471893,0.19456405392731113,0.8849080279933056,0.45380967219987023,0.6417665083713388,1.9876876597915252,0.0311702551293076,0.9213852845017131,0.9067338894801268,0.4106389109873293,0.9638337930551452,0.37877601592092364,1.2909185500799925,0.9858987866031206,0.35179394162179606,0.7033835222046142,1.0224415054449216,0.03947556656036693,0.7246023876056166,0.0701785732982062,0.047447713584613554,0.02091784290334534,0.022530638585014223,0.28088172463637373,0.21405784570929895,0.20058842050623382,0.9198840280291707,1.3403719153493425,0.5201949270111275,0.8005906307592526,0.8878911560397283,0.28213556727309447,0.0,0.0,0.6207980218764895,0.3949075161211774,0.9977506299132721,0.38823489910048226,1.1170068480857627,0.4504299925943473,0.9693380685485737,0.6836324817011804,0.2112565048944143,0.948974263142249,0.7788212444691435,0.1903936850667309,0.5069261137017724,0.905564177379381,1.039490686211679,0.4681772350307918,1.0320562887139346,0.6043950698154111,0.9967166215617547,1.0936920090665205,0.17771612740239245,0.06970229739773921,0.2181753066025034,0.9915917699232124,0.8559870128788489,0.07457214936591537,0.9075212115169996,1.434611587681551,0.819015279814565,0.9045043743254274,0.8958401155417336,1.009195226600967,1.1100524042435016,1.0481226015441552,0.8051890876343033,0.7592841463524254,0.8261140573577993,0.5959472819822403,0.3174794176164156,0.8480995460773865,0.9819603197740254,0.8169929590728158,0.741863921452684,1.0303457326063603,1.2929102027922825,0.7723462648880536,1.3865634438605554,0.9506319717111468,1.7716250350742964,1.1445546733819831,1.0170600635685283,0.7255498474168952,0.8892226535765213,1.3922588823538216,1.6374354528051838,1.9095759053261743,0.26513152380202987,0.5091436133171133,1.1624296629258255,0.42239629354957064,0.8225643988784185,1.0363581785089961,0.043374629735697966,0.6103616153694437,0.5137382869377616,0.478395041069129,1.2123581712747051,1.231607206673238,1.367520956026245,0.9433012466926151,1.2513249568750826,1.1136269008797555,0.9734456529379488,0.8573345597249091,0.2310530202259288,1.1079275417166043,0.9232784879344341,0.7028858180975116,0.28861787332729494,1.0538700726182628,1.0496596267892875,1.02359343137078,0.42695871046976963,0.32628009908222433,1.0159033974088107,0.9791877976998975,1.0376515564255009,1.005084290803257,1.0851316141262553,1.1300007018397444,0.952073798273751,1.0501745324876586,1.126030723366685,1.061083395917024,1.1364672044836528
