	domain	group	train_cohort	test_cohort	mode	best_C	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
0	cancer2cancer	Atezo_HiSeq2500	Atezo_HiSeq2500_BLCA	Atezo_HiSeq2500_KIRC	MIAS	0.1	0.5874380165289257	0.6632834757834757	0.42946599074606706	0.4497607655502392	0.30303030303030304	0.014197349738884996
1	cancer2cancer	Atezo_HiSeq2500	Atezo_HiSeq2500_KIRC	Atezo_HiSeq2500_BLCA	MIAS	0.1	0.6477636142516103	0.5233375959079284	0.24381133980831807	0.0	0.7651006711409396	-0.04469507605695263
2	cancer2cancer	Nivo_HiSeq2000	Nivo_HiSeq2000_GBM	Nivo_HiSeq2000_KIRC	MIAS	0.1	0.7551020408163265	0.6481481481481481	0.17077922077922075	0.2608695652173913	0.19047619047619047	0.09128709291752769
3	cancer2cancer	Nivo_HiSeq2000	Nivo_HiSeq2000_KIRC	Nivo_HiSeq2000_GBM	MIAS	0.1	0.58	0.5833333333333334	0.3727278265107213	0.4444444444444444	0.75	0.3361227822436775
4	cancer2cancer	Nivo_HiSeq2500	Nivo_HiSeq2500_LUAD	Nivo_HiSeq2500_SKCM	MIAS	0.1	0.5246913580246914	0.5743145743145743	0.49234707995515475	0.16666666666666666	0.6296296296296297	0.13819749820569552
5	cancer2cancer	Nivo_HiSeq2500	Nivo_HiSeq2500_SKCM	Nivo_HiSeq2500_LUAD	MIAS	0.1	0.5351936693044566	0.564516129032258	0.49829561118672394	0.53125	0.3877551020408163	0.01801828125268377
6	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_LUAD	Pembro_HiSeq2500_SKCM	MIAS	0.1	0.5144861928474422	0.6452214452214452	0.5815811452406231	0.0	0.5851063829787234	0.0
7	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_LUAD	Pembro_HiSeq2500_STAD	MIAS	0.1	0.6088888888888889	0.7196969696969697	0.43543097934988473	0.13333333333333333	0.7111111111111111	0.040291148201269014
8	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_SKCM	Pembro_HiSeq2500_LUAD	MIAS	0.1	0.5775941230486685	0.7695652173913043	0.5599814907314907	0.4878048780487805	0.36363636363636365	0.16748280772542135
9	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_SKCM	Pembro_HiSeq2500_STAD	MIAS	0.1	0.6088888888888889	0.7196969696969697	0.43543097934988473	0.4230769230769231	0.3333333333333333	0.05330017908890261
10	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_STAD	Pembro_HiSeq2500_LUAD	MIAS	0.1	0.5775941230486685	0.7695652173913043	0.5599814907314907	0.5454545454545454	0.5454545454545454	0.29130434782608694
11	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_STAD	Pembro_HiSeq2500_SKCM	MIAS	0.1	0.5144861928474422	0.6452214452214452	0.5815811452406231	0.4444444444444444	0.6808510638297872	0.34058616790922336
12	drug2drug	BLCA_NovaSeq6000	BLCA_NovaSeq6000_Atezo	BLCA_NovaSeq6000_Pembro	MIAS	0.1	0.7419659735349716	0.45787545787545786	0.1326284574515358	0.2702702702702703	0.41304347826086957	0.05524946201098299
13	drug2drug	BLCA_NovaSeq6000	BLCA_NovaSeq6000_Pembro	BLCA_NovaSeq6000_Atezo	MIAS	0.1	0.6179591836734695	0.28632478632478625	0.1909571221905465	0.2777777777777778	0.2571428571428571	-0.30246429052072016
14	drug2drug	LUAD_HiSeq2500	LUAD_HiSeq2500_Nivo	LUAD_HiSeq2500_Pembro	MIAS	0.1	0.5775941230486685	0.7695652173913043	0.5599814907314907	0.5263157894736842	0.45454545454545453	0.2786391062876764
15	drug2drug	LUAD_HiSeq2500	LUAD_HiSeq2500_Pembro	LUAD_HiSeq2500_Nivo	MIAS	0.1	0.5351936693044566	0.564516129032258	0.49829561118672394	0.27272727272727276	0.673469387755102	0.23665076426961032
16	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Ipi	SKCM_HiSeq2500_Nivo	MIAS	0.1	0.5246913580246914	0.5743145743145743	0.49234707995515475	0.41025641025641024	0.5740740740740741	0.08058229640253803
17	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Ipi	SKCM_HiSeq2500_Pembro	MIAS	0.1	0.5144861928474422	0.6452214452214452	0.5815811452406231	0.5454545454545454	0.574468085106383	0.1586357805780165
18	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Nivo	SKCM_HiSeq2500_Ipi	MIAS	0.1	0.5555555555555556	0.6272189349112427	0.40861080840182673	0.5	0.48717948717948717	0.11785113019775792
19	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Nivo	SKCM_HiSeq2500_Pembro	MIAS	0.1	0.5144861928474422	0.6452214452214452	0.5815811452406231	0.6095238095238096	0.5638297872340425	0.21798424102515107
20	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Pembro	SKCM_HiSeq2500_Ipi	MIAS	0.1	0.5555555555555556	0.6272189349112427	0.40861080840182673	0.4444444444444445	0.6153846153846154	0.1511857892036909
21	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Pembro	SKCM_HiSeq2500_Nivo	MIAS	0.1	0.5246913580246914	0.5743145743145743	0.49234707995515475	0.25	0.5555555555555556	-0.026199564441101587
22	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq2500	BLCA_Atezo_HiSeq4000	MIAS	0.1	0.5555555555555555	0.44897959183673475	0.29753515042380585	0.18181818181818182	0.5714285714285714	-0.08574929257125442
23	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq2500	BLCA_Atezo_NovaSeq6000	MIAS	0.1	0.6179591836734695	0.7136752136752137	0.6213210102399989	0.5714285714285714	0.8285714285714286	0.5070724870494426
