	ROC	PRC	F1	ACC	cohort	mode	seed
Test	0.15384615384615385	0.10843253968253969	0.18181818181818182	0.4375	Choueiri	CAF	
Test	0.7166666666666667	0.43040598290598286	0.5454545454545454	0.7058823529411765	Miao	CAF	
Test	0.49999999999999994	0.3074954807097664	0.47058823529411764	0.5714285714285714	Snyder	CAF	
Test	0.012987012987012981	0.2624896958865498	0.0	0.08	Zhao	CAF	
Test	0.7202380952380952	0.7308392594141132	0.7142857142857143	0.6923076923076923	Hugo	CAF	
Test	0.08888888888888889	0.21214942847008064	0.08333333333333333	0.21428571428571427	SU2CLC2	CAF	
Test	0.3333333333333333	0.27377248328630494	0.36363636363636365	0.4473684210526316	MGH	CAF	
Test	0.3579881656804734	0.26280979722831815	0.3703703703703704	0.5641025641025641	Allen	CAF	
Test	0.6717171717171717	0.477242343474394	0.47619047619047616	0.5111111111111111	Kim	CAF	
Test	0.2292682926829268	0.12434497213926932	0.2222222222222222	0.45098039215686275	Riaz	CAF	
Test	0.23484848484848486	0.4014816569181664	0.45333333333333337	0.4383561643835616	Gide	CAF	
Test	0.6018835616438356	0.23981591406491243	0.3508771929824561	0.5842696629213483	Rose	CAF	
Test	0.552220394736842	0.4028019719968807	0.44705882352941173	0.5392156862745098	SU2CLC1	CAF	
Test	0.49667405764966743	0.36634235703913015	0.4835164835164836	0.5607476635514018	Liu	CAF	
Test	0.5664173789173789	0.31690340548929186	0.46031746031746035	0.5878787878787879	IMmotion150	CAF	
Test	0.5320332480818415	0.22574215440410278	0.3904761904761905	0.5704697986577181	IMVigor210	CAF	
