	train_cohort	test_cohort	ROC	PRC	F1	ACC	MCC
0	Leave_Allen_out	Allen	0.8520710059171598	0.8143149460324526	0.6363636363636364	0.7948717948717948	0.5163977794943222
1	Leave_Choueiri_out	Choueiri	0.5897435897435896	0.22077922077922077	0.3333333333333333	0.75	0.1794871794871795
2	Leave_Gide_out	Gide	0.8651515151515151	0.8676067509598578	0.7901234567901235	0.7671232876712328	0.5288778230016562
3	Leave_Hugo_out	Hugo	0.6309523809523809	0.6977648754876751	0.38095238095238093	0.5	0.04013939192492974
4	Leave_IMVigor210_out	IMVigor210	0.7556265984654732	0.5597368249944693	0.47715736040609136	0.6543624161073825	0.2834504406545163
5	Leave_IMmotion150_out	IMmotion150	0.7274750712250713	0.539296837879949	0.5314685314685315	0.593939393939394	0.27981548080244467
6	Leave_Kim_out	Kim	0.8914141414141414	0.7525877956584479	0.6153846153846153	0.7777777777777778	0.46313624586844604
7	Leave_Liu_out	Liu	0.72209903917221	0.6610668508584177	0.4838709677419355	0.7009345794392523	0.33655044290166475
8	Leave_MGH_out	MGH	0.6931818181818182	0.5951071512055033	0.5517241379310345	0.6176470588235294	0.24618298195866548
9	Leave_Miao_out	Miao	0.48333333333333334	0.32750700280112044	0.5	0.7647058823529411	0.378489059622558
10	Leave_Riaz_out	Riaz	0.798780487804878	0.5143567998159311	0.5142857142857143	0.6666666666666666	0.40485329610811616
11	Leave_Rose_out	Rose	0.601027397260274	0.24744620396467049	0.17391304347826086	0.7865168539325843	0.08060585109872197
12	Leave_SU2CLC1_out	SU2CLC1	0.7469161184210527	0.679618509458963	0.6349206349206348	0.7745098039215687	0.5037665716529525
13	Leave_SU2CLC2_out	SU2CLC2	0.8529411764705881	0.8643700396825397	0.75	0.84	0.6323529411764706
14	Leave_Snyder_out	Snyder	0.5714285714285714	0.46615830143859777	0.2	0.6190476190476191	0.0
15	Leave_Zhao_out	Zhao	0.8116883116883117	0.6845065436642978	0.0	0.56	0.0
