	train_cohort	test_cohort	ROC	PRC	F1	ACC	MCC
0	Allen	Allen	0.834319526627219	0.7126410723405607	0.6153846153846154	0.7435897435897436	0.4230769230769231
1	Allen	Choueiri	0.7692307692307693	0.5323412698412698	0.4	0.4375	0.2773500981126145
2	Allen	Gide	0.7234848484848484	0.7235272112830128	0.47457627118644063	0.5753424657534246	0.22513377072376867
3	Allen	Hugo	0.3392857142857143	0.4196934685845662	0.4827586206896552	0.4230769230769231	-0.16817499303650435
4	Allen	IMVigor210	0.5653452685421996	0.2867463719470905	0.39175257731958757	0.6040268456375839	0.14969639538086907
5	Allen	IMmotion150	0.5559116809116809	0.32170274986839076	0.4217687074829932	0.48484848484848486	0.05992437462555623
6	Allen	Kim	0.8080808080808081	0.5637880461990369	0.4782608695652174	0.4666666666666667	0.22606631677876163
7	Allen	Liu	0.6031042128603104	0.4776441339699464	0.3384615384615385	0.5981308411214953	0.08312827065681588
8	Allen	MGH	0.678030303030303	0.6025540460451131	0.5925925925925926	0.6764705882352942	0.3354002900991854
9	Allen	Miao	0.4166666666666667	0.23899433899433897	0.0	0.35294117647058826	-0.4767312946227961
10	Allen	Riaz	0.47073170731707314	0.2643229308184438	0.34285714285714286	0.5490196078431373	0.10847743819164835
11	Allen	Rose	0.5599315068493151	0.25680365378640385	0.33898305084745767	0.5617977528089888	0.1328974978991366
12	Allen	SU2CLC1	0.4021381578947368	0.3041285538485687	0.5217391304347826	0.35294117647058826	-0.1835325870964494
13	Allen	SU2CLC2	0.5367647058823529	0.33255081723831725	0.43750000000000006	0.28	-0.2975595178559521
14	Allen	Snyder	0.4693877551020408	0.2922258297258297	0.2857142857142857	0.5238095238095238	-0.07142857142857142
15	Allen	Zhao	0.6948051948051948	0.61297155102023	0.7200000000000001	0.72	0.461038961038961
16	Choueiri	Allen	0.5088757396449703	0.4486383649933535	0.0	0.6666666666666666	0.0
17	Choueiri	Choueiri	0.7948717948717948	0.5694444444444444	0.3333333333333333	0.75	0.1794871794871795
18	Choueiri	Gide	0.5446969696969698	0.5857794629578458	0.0	0.4520547945205479	0.0
19	Choueiri	Hugo	0.3273809523809524	0.48007792105123026	0.0	0.46153846153846156	0.0
