	domain	group	train_cohort	test_cohort	mode	best_epoch	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
0	cancer2cancer	Atezo_HiSeq2500	Atezo_HiSeq2500_BLCA	Atezo_HiSeq2500_KIRC	PFT	10	0.5874380165289257	0.6862535612535613	0.4861545811384969	0.11764705882352941	0.7272727272727273	0.21245914639969937
1	cancer2cancer	Atezo_HiSeq2500	Atezo_HiSeq2500_KIRC	Atezo_HiSeq2500_BLCA	PFT	7	0.6477636142516103	0.6261508951406649	0.38873029563206557	0.36220472440944884	0.7281879194630873	0.19137303433873107
2	cancer2cancer	Nivo_HiSeq2000	Nivo_HiSeq2000_GBM	Nivo_HiSeq2000_KIRC	PFT	5	0.7551020408163265	0.6666666666666666	0.18846153846153846	0.3333333333333333	0.6190476190476191	0.19641855032959651
3	cancer2cancer	Nivo_HiSeq2000	Nivo_HiSeq2000_KIRC	Nivo_HiSeq2000_GBM	PFT	9	0.58	0.5595238095238095	0.31751063264221163	0.0	0.7	0.0
4	cancer2cancer	Nivo_HiSeq2500	Nivo_HiSeq2500_LUAD	Nivo_HiSeq2500_SKCM	PFT	6	0.5246913580246914	0.6825396825396824	0.5186878207722007	0.5797101449275361	0.46296296296296297	0.16116459280507606
5	cancer2cancer	Nivo_HiSeq2500	Nivo_HiSeq2500_SKCM	Nivo_HiSeq2500_LUAD	PFT	10	0.5351936693044566	0.6362007168458781	0.558732224137302	0.5161290322580644	0.3877551020408163	-0.02283292484169139
6	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_LUAD	Pembro_HiSeq2500_SKCM	PFT	5	0.5144861928474422	0.6731934731934731	0.6689915136893207	0.4230769230769231	0.6808510638297872	0.3506572167291646
7	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_LUAD	Pembro_HiSeq2500_STAD	PFT	5	0.6088888888888889	0.7121212121212122	0.5451105859524135	0.4666666666666666	0.6444444444444445	0.22566773346211
8	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_SKCM	Pembro_HiSeq2500_LUAD	PFT	9	0.5775941230486685	0.7304347826086957	0.6364057066122283	0.5454545454545454	0.696969696969697	0.3239891110814974
9	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_SKCM	Pembro_HiSeq2500_STAD	PFT	9	0.6088888888888889	0.6818181818181818	0.539207608128973	0.15384615384615385	0.7555555555555555	0.25
10	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_STAD	Pembro_HiSeq2500_LUAD	PFT	3	0.5775941230486685	0.7260869565217392	0.536026223899551	0.625	0.8181818181818182	0.5439611381401831
11	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_STAD	Pembro_HiSeq2500_SKCM	PFT	3	0.5144861928474422	0.517948717948718	0.41293951063333384	0.2641509433962264	0.5851063829787234	0.07225956837295128
12	drug2drug	BLCA_NovaSeq6000	BLCA_NovaSeq6000_Atezo	BLCA_NovaSeq6000_Pembro	PFT	4	0.7419659735349716	0.5457875457875457	0.16756118515986937	0.2857142857142857	0.782608695652174	0.1575091575091575
13	drug2drug	BLCA_NovaSeq6000	BLCA_NovaSeq6000_Pembro	BLCA_NovaSeq6000_Atezo	PFT	9	0.6179591836734695	0.5683760683760684	0.3119522241890663	0.26666666666666666	0.6857142857142857	0.07929347112667368
14	drug2drug	LUAD_HiSeq2500	LUAD_HiSeq2500_Nivo	LUAD_HiSeq2500_Pembro	PFT	6	0.5775941230486685	0.7869565217391304	0.6658092165116158	0.5714285714285714	0.6363636363636364	0.33708038864015377
15	drug2drug	LUAD_HiSeq2500	LUAD_HiSeq2500_Pembro	LUAD_HiSeq2500_Nivo	PFT	5	0.5351936693044566	0.5931899641577061	0.4206375517815465	0.4	0.6326530612244898	0.15670614180495773
16	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Ipi	SKCM_HiSeq2500_Nivo	PFT	9	0.5246913580246914	0.5858585858585859	0.577736604435114	0.33333333333333326	0.6296296296296297	0.15289415743128765
17	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Ipi	SKCM_HiSeq2500_Pembro	PFT	9	0.5144861928474422	0.6219114219114219	0.5699892971364974	0.32727272727272727	0.6063829787234043	0.13568506077725737
18	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Nivo	SKCM_HiSeq2500_Ipi	PFT	10	0.5555555555555556	0.7100591715976331	0.5550369247066571	0.5333333333333333	0.46153846153846156	0.1889822365046136
19	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Nivo	SKCM_HiSeq2500_Pembro	PFT	10	0.5144861928474422	0.7398601398601399	0.634256293018054	0.6495726495726496	0.5638297872340425	0.32393280275651537
20	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Pembro	SKCM_HiSeq2500_Ipi	PFT	9	0.5555555555555556	0.7840236686390533	0.6430793943800512	0.5945945945945945	0.6153846153846154	0.33541019662496846
21	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Pembro	SKCM_HiSeq2500_Nivo	PFT	9	0.5246913580246914	0.6883116883116883	0.640103815103404	0.5652173913043478	0.6296296296296297	0.24971098385738608
22	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq2500	BLCA_Atezo_HiSeq4000	PFT	10	0.5555555555555555	0.5918367346938775	0.48127478264032886	0.25	0.7142857142857143	0.31622776601683794
23	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq2500	BLCA_Atezo_NovaSeq6000	PFT	10	0.6179591836734695	0.6495726495726496	0.5603137353750098	0.19999999999999998	0.7714285714285715	0.2914915440650687
24	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq4000	BLCA_Atezo_HiSeq2500	PFT	10	0.6477636142516103	0.4753196930946292	0.2131598929466703	0.0	0.7483221476510067	-0.08433212889251641
25	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq4000	BLCA_Atezo_NovaSeq6000	PFT	10	0.6179591836734695	0.6794871794871795	0.40296305274246447	0.0	0.7142857142857143	-0.10090091909944687
26	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_NovaSeq6000	BLCA_Atezo_HiSeq2500	PFT	4	0.6477636142516103	0.502621483375959	0.23495067222865265	0.05263157894736842	0.7583892617449665	0.008632587256902633
27	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_NovaSeq6000	BLCA_Atezo_HiSeq4000	PFT	4	0.5555555555555555	0.5714285714285715	0.48640647646618457	0.30769230769230765	0.5714285714285714	0.0
28	sequencer2sequencer	SKCM_Nivo	SKCM_Nivo_HiSeq2000/2500	SKCM_Nivo_HiSeq2500	PFT	3	0.5246913580246914	0.6594516594516594	0.5075957358960733	0.24	0.6481481481481481	0.20951397064659888
29	sequencer2sequencer	SKCM_Nivo	SKCM_Nivo_HiSeq2500	SKCM_Nivo_HiSeq2000/2500	PFT	10	0.6847366397539408	0.6365853658536585	0.32422219515825657	0.3636363636363636	0.3137254901960784	0.18033392693348646
30	sequencer2sequencer	SKCM_Pembro	SKCM_Pembro_HiSeq2000	SKCM_Pembro_HiSeq2500	PFT	8	0.5144861928474422	0.40932400932400936	0.36499073447779895	0.5984251968503937	0.4574468085106383	0.13155199123097866
