	domain	group	train_cohort	test_cohort	mode	best_C	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
0	cancer2cancer	(Atezo,HiSeq2500)	(Atezo,HiSeq2500)BLCA	(Atezo,HiSeq2500)KIRC	ICA	0.1	0.5874380165289257	0.6948005698005699	0.45049758785104166	0.5573770491803279	0.6727272727272727	0.33465341783677205
1	cancer2cancer	(Atezo,HiSeq2500)	(Atezo,HiSeq2500)KIRC	(Atezo,HiSeq2500)BLCA	ICA	0.1	0.6477636142516103	0.5714194373401534	0.27398647254131026	0.34782608695652173	0.5469798657718121	0.06863194989118396
2	cancer2cancer	(Nivo,HiSeq2000)	(Nivo,HiSeq2000)GBM	(Nivo,HiSeq2000)KIRC	ICA	0.1	0.7551020408163265	0.6111111111111112	0.16125541125541126	0.36363636363636365	0.6666666666666666	0.2401922307076307
3	cancer2cancer	(Nivo,HiSeq2000)	(Nivo,HiSeq2000)KIRC	(Nivo,HiSeq2000)GBM	ICA	0.1	0.58	0.488095238095238	0.29239745605844675	0.5	0.6	0.2182178902359924
4	cancer2cancer	(Nivo,HiSeq2500)	(Nivo,HiSeq2500)LUAD	(Nivo,HiSeq2500)SKCM	ICA	0.1	0.5246913580246914	0.5569985569985569	0.5035535054387745	0.5333333333333333	0.6111111111111112	0.20385887657505022
5	cancer2cancer	(Nivo,HiSeq2500)	(Nivo,HiSeq2500)SKCM	(Nivo,HiSeq2500)LUAD	ICA	0.1	0.5351936693044566	0.5555555555555556	0.47380976231550087	0.4545454545454546	0.5102040816326531	0.03808509027487646
6	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)LUAD	(Pembro,HiSeq2500)SKCM	ICA	0.1	0.5144861928474422	0.6885780885780886	0.6362200941386382	0.5185185185185186	0.5851063829787234	0.1552384551106194
7	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)LUAD	(Pembro,HiSeq2500)STAD	ICA	0.1	0.6088888888888889	0.7348484848484849	0.6018607237864719	0.4705882352941177	0.6	0.21446102713439583
8	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)SKCM	(Pembro,HiSeq2500)LUAD	ICA	0.1	0.5775941230486685	0.7608695652173914	0.4607910390263331	0.5833333333333334	0.696969696969697	0.36790581821373103
9	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)SKCM	(Pembro,HiSeq2500)STAD	ICA	0.1	0.6088888888888889	0.7348484848484849	0.6018607237864719	0.4705882352941177	0.6	0.21446102713439583
10	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)STAD	(Pembro,HiSeq2500)LUAD	ICA	0.1	0.5775941230486685	0.7608695652173914	0.4607910390263331	0.5833333333333334	0.696969696969697	0.36790581821373103
11	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)STAD	(Pembro,HiSeq2500)SKCM	ICA	0.1	0.5144861928474422	0.6885780885780886	0.6362200941386382	0.525	0.5957446808510638	0.1736951757051681
