	domain	group	train_cohort	test_cohort	mode	best_C	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
0	cancer2cancer	(Atezo,HiSeq2500)	(Atezo,HiSeq2500)BLCA	(Atezo,HiSeq2500)KIRC	Teff	0.1	0.5874380165289257	0.6696937321937322	0.40268685787072267	0.5254237288135594	0.6606060606060606	0.28717904608671957
1	cancer2cancer	(Atezo,HiSeq2500)	(Atezo,HiSeq2500)KIRC	(Atezo,HiSeq2500)BLCA	Teff	0.1	0.6477636142516103	0.6108695652173913	0.30522084468702804	0.375	0.5637583892617449	0.11301127534529622
2	cancer2cancer	(Nivo,HiSeq2000)	(Nivo,HiSeq2000)GBM	(Nivo,HiSeq2000)KIRC	Teff	0.1	0.7551020408163265	0.22222222222222224	0.09086605402394876	0.11764705882352941	0.2857142857142857	-0.28867513459481287
3	cancer2cancer	(Nivo,HiSeq2000)	(Nivo,HiSeq2000)KIRC	(Nivo,HiSeq2000)GBM	Teff	0.1	0.58	0.4285714285714286	0.26077621781956145	0.37499999999999994	0.5	0.0
4	cancer2cancer	(Nivo,HiSeq2500)	(Nivo,HiSeq2500)LUAD	(Nivo,HiSeq2500)SKCM	Teff	0.1	0.5246913580246914	0.5815295815295815	0.5116141992219247	0.5106382978723405	0.5740740740740741	0.14360443902592004
5	cancer2cancer	(Nivo,HiSeq2500)	(Nivo,HiSeq2500)SKCM	(Nivo,HiSeq2500)LUAD	Teff	0.1	0.5351936693044566	0.5448028673835126	0.5100766867069453	0.45	0.5510204081632653	0.0781631749350903
6	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)LUAD	(Pembro,HiSeq2500)SKCM	Teff	0.1	0.5144861928474422	0.6731934731934732	0.6113841768018705	0.5925925925925927	0.648936170212766	0.2855278727927464
7	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)LUAD	(Pembro,HiSeq2500)STAD	Teff	0.1	0.6088888888888889	0.8181818181818182	0.7634327604240956	0.6428571428571429	0.7777777777777778	0.49690460347332066
8	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)SKCM	(Pembro,HiSeq2500)LUAD	Teff	0.1	0.5775941230486685	0.8043478260869565	0.5762678330441487	0.64	0.7272727272727273	0.45746624172592293
9	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)SKCM	(Pembro,HiSeq2500)STAD	Teff	0.1	0.6088888888888889	0.8181818181818182	0.7634327604240956	0.6206896551724139	0.7555555555555555	0.46296161898907995
10	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)STAD	(Pembro,HiSeq2500)LUAD	Teff	0.1	0.5775941230486685	0.8043478260869565	0.5762678330441487	0.6666666666666666	0.7575757575757576	0.5013222138296994
11	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)STAD	(Pembro,HiSeq2500)SKCM	Teff	0.1	0.5144861928474422	0.6731934731934732	0.6113841768018705	0.575	0.6382978723404256	0.26077435712535907
12	drug2drug	(BLCA,NovaSeq6000)	(BLCA,NovaSeq6000)Atezo	(BLCA,NovaSeq6000)Pembro	Teff	0.1	0.7419659735349716	0.4578754578754578	0.13071843482231776	0.25	0.6086956521739131	0.05179034663675479
13	drug2drug	(BLCA,NovaSeq6000)	(BLCA,NovaSeq6000)Pembro	(BLCA,NovaSeq6000)Atezo	Teff	0.1	0.6179591836734695	0.16666666666666666	0.1554275793009227	0.1290322580645161	0.22857142857142856	-0.49478784751222743
14	drug2drug	(LUAD,HiSeq2500)	(LUAD,HiSeq2500)Nivo	(LUAD,HiSeq2500)Pembro	Teff	0.1	0.5775941230486685	0.8043478260869565	0.5762678330441487	0.64	0.7272727272727273	0.45746624172592293
15	drug2drug	(LUAD,HiSeq2500)	(LUAD,HiSeq2500)Pembro	(LUAD,HiSeq2500)Nivo	Teff	0.1	0.5351936693044566	0.5448028673835126	0.5100766867069453	0.4210526315789474	0.5510204081632653	0.05624952793715594
16	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Ipi	(SKCM,HiSeq2500)Nivo	Teff	0.1	0.5246913580246914	0.5815295815295815	0.5116141992219247	0.5217391304347826	0.5925925925925926	0.1735279718330988
