	train_cohort	test_cohort	ROC	PRC	F1	ACC	MCC
0	Leave_Allen_out	Allen	0.576923076923077	0.4630217236701984	0.4651162790697674	0.41025641025641024	0.0
1	Leave_Choueiri_out	Choueiri	0.5384615384615384	0.1923076923076923	0.30769230769230765	0.4375	0.041344911529736156
2	Leave_Gide_out	Gide	0.7234848484848484	0.688294199345214	0.7789473684210527	0.7123287671232876	0.4382613407030341
3	Leave_Hugo_out	Hugo	0.6130952380952381	0.6253586552397918	0.22222222222222224	0.46153846153846156	-0.03289758474798845
4	Leave_IMVigor210_out	IMVigor210	0.6414002557544757	0.35418360557155504	0.41379310344827586	0.6577181208053692	0.1972971183413206
5	Leave_IMmotion150_out	IMmotion150	0.5340099715099715	0.3092944389337814	0.18181818181818185	0.6181818181818182	-0.050357752998364216
6	Leave_Kim_out	Kim	0.8232323232323233	0.7547053972337425	0.5333333333333333	0.5333333333333333	0.36363636363636365
7	Leave_Liu_out	Liu	0.5757575757575757	0.45567258709179115	0.04545454545454545	0.6074766355140186	-0.017413208073612896
8	Leave_MGH_out	MGH	0.6931818181818182	0.49994851520056793	0.5714285714285715	0.6470588235294118	0.29012942659282975
9	Leave_Miao_out	Miao	0.6666666666666666	0.3964835164835165	0.4444444444444445	0.7058823529411765	0.25064020591380154
10	Leave_Riaz_out	Riaz	0.6853658536585365	0.34656958926673004	0.4444444444444445	0.803921568627451	0.33017982690370057
11	Leave_Rose_out	Rose	0.6840753424657534	0.3816442204583213	0.3636363636363636	0.7640449438202247	0.2191236033612182
12	Leave_SU2CLC1_out	SU2CLC1	0.6422697368421052	0.5332756522949323	0.35714285714285715	0.6470588235294118	0.17521916101261562
13	Leave_SU2CLC2_out	SU2CLC2	0.6875	0.4774142830209007	0.6399999999999999	0.64	0.47058823529411764
14	Leave_Snyder_out	Snyder	0.5714285714285714	0.39260426290501477	0.4615384615384615	0.6666666666666666	0.22360679774997896
15	Leave_Zhao_out	Zhao	0.43506493506493504	0.535780189519008	0.0	0.56	0.0
