	domain	group	train_cohort	test_cohort	mode	best_C	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
0	cancer2cancer	(Atezo,HiSeq2500)	(Atezo,HiSeq2500)BLCA	(Atezo,HiSeq2500)KIRC	GeneBio	0.1	0.5874380165289257	0.6967592592592592	0.4500538493486534	0.4999999999999999	0.4909090909090909	0.21245914639969937
1	cancer2cancer	(Atezo,HiSeq2500)	(Atezo,HiSeq2500)KIRC	(Atezo,HiSeq2500)BLCA	GeneBio	0.1	0.6477636142516103	0.5863810741687978	0.27196662227757457	0.17647058823529413	0.7181208053691275	0.031227838721270502
2	cancer2cancer	(Nivo,HiSeq2000)	(Nivo,HiSeq2000)GBM	(Nivo,HiSeq2000)KIRC	GeneBio	0.1	0.7551020408163265	0.37037037037037035	0.1081536519036519	0.0	0.7619047619047619	-0.13245323570650439
3	cancer2cancer	(Nivo,HiSeq2000)	(Nivo,HiSeq2000)KIRC	(Nivo,HiSeq2000)GBM	GeneBio	0.1	0.58	0.38095238095238093	0.23232378610668084	0.0	0.7	0.0
4	cancer2cancer	(Nivo,HiSeq2500)	(Nivo,HiSeq2500)LUAD	(Nivo,HiSeq2500)SKCM	GeneBio	0.7000000000000001	0.5246913580246914	0.5411255411255411	0.46543923130541537	0.26666666666666666	0.5925925925925926	0.05096471914376255
5	cancer2cancer	(Nivo,HiSeq2500)	(Nivo,HiSeq2500)SKCM	(Nivo,HiSeq2500)LUAD	GeneBio	0.30000000000000004	0.5351936693044566	0.5089605734767025	0.38312204080848106	0.4864864864864865	0.6122448979591837	0.17554184850698587
6	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)LUAD	(Pembro,HiSeq2500)SKCM	GeneBio	0.1	0.5144861928474422	0.6787878787878788	0.6414148645643372	0.4262295081967213	0.6276595744680851	0.19747410162905574
7	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)LUAD	(Pembro,HiSeq2500)STAD	GeneBio	0.1	0.6088888888888889	0.7651515151515151	0.6022041369724437	0.5365853658536586	0.5777777777777777	0.34293416296046075
8	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)SKCM	(Pembro,HiSeq2500)LUAD	GeneBio	0.1	0.5775941230486685	0.7826086956521738	0.5126787705048574	0.5714285714285714	0.6363636363636364	0.33708038864015377
9	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)SKCM	(Pembro,HiSeq2500)STAD	GeneBio	0.1	0.6088888888888889	0.76010101010101	0.5761685619237107	0.4615384615384615	0.37777777777777777	0.21320071635561044
