	domain	group	train_cohort	test_cohort	mode	best_C	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
0	cancer2cancer	(Atezo,HiSeq2500)	(Atezo,HiSeq2500)BLCA	(Atezo,HiSeq2500)KIRC	CIS	0.1	0.5874380165289257	0.7118945868945868	0.4529657552569461	0.5322580645161291	0.6484848484848484	0.29156321341406716
1	cancer2cancer	(Atezo,HiSeq2500)	(Atezo,HiSeq2500)KIRC	(Atezo,HiSeq2500)BLCA	CIS	0.1	0.6477636142516103	0.5375319693094629	0.24853142263935182	0.33999999999999997	0.5570469798657718	0.062445112174943904
2	cancer2cancer	(Nivo,HiSeq2000)	(Nivo,HiSeq2000)GBM	(Nivo,HiSeq2000)KIRC	CIS	0.1	0.7551020408163265	0.6851851851851852	0.18657407407407406	0.4615384615384615	0.6666666666666666	0.42817441928883765
3	cancer2cancer	(Nivo,HiSeq2000)	(Nivo,HiSeq2000)KIRC	(Nivo,HiSeq2000)GBM	CIS	0.1	0.58	0.4880952380952381	0.2762954394533342	0.42857142857142855	0.6	0.1336306209562122
4	cancer2cancer	(Nivo,HiSeq2500)	(Nivo,HiSeq2500)LUAD	(Nivo,HiSeq2500)SKCM	CIS	0.1	0.5246913580246914	0.5728715728715728	0.5087318572546115	0.5106382978723405	0.5740740740740741	0.14360443902592004
5	cancer2cancer	(Nivo,HiSeq2500)	(Nivo,HiSeq2500)SKCM	(Nivo,HiSeq2500)LUAD	CIS	0.1	0.5351936693044566	0.5788530465949822	0.4901664958208276	0.5	0.5918367346938775	0.16327418764218862
6	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)LUAD	(Pembro,HiSeq2500)SKCM	CIS	0.1	0.5144861928474422	0.6717948717948719	0.6262048595986223	0.5365853658536586	0.5957446808510638	0.1802784408110034
7	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)LUAD	(Pembro,HiSeq2500)STAD	CIS	0.1	0.6088888888888889	0.7196969696969696	0.5025217171135594	0.6206896551724139	0.7555555555555555	0.46296161898907995
8	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)SKCM	(Pembro,HiSeq2500)LUAD	CIS	0.1	0.5775941230486685	0.8	0.5100206492853552	0.608695652173913	0.7272727272727273	0.413019714155313
9	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)SKCM	(Pembro,HiSeq2500)STAD	CIS	0.1	0.6088888888888889	0.7196969696969696	0.5025217171135594	0.6	0.7333333333333333	0.43082021842766455
