	ROC	PRC	F1	ACC	cohort	mode	seed
Test	0.641025641025641	0.2287878787878788	0.5	0.75	Choueiri	IFNG	
Test	0.0	0.16336780866192632	0.0	0.17647058823529413	Miao	IFNG	
Test	0.5918367346938775	0.3817167217764299	0.5263157894736842	0.5714285714285714	Snyder	IFNG	
Test	0.0	0.2616780075748614	0.0	0.08	Zhao	IFNG	
Test	0.31547619047619047	0.4206536592289698	0.5714285714285714	0.5384615384615384	Hugo	IFNG	
Test	0.4	0.29776629562388074	0.38461538461538464	0.42857142857142855	SU2CLC2	IFNG	
Test	0.24404761904761904	0.2519195851462914	0.22222222222222224	0.4473684210526316	MGH	IFNG	
Test	0.665680473372781	0.41043258053766507	0.4827586206896552	0.6153846153846154	Allen	IFNG	
Test	0.7853535353535354	0.5913629761668978	0.5925925925925926	0.7555555555555555	Kim	IFNG	
Test	0.6048780487804878	0.44304246775109746	0.3125	0.5686274509803921	Riaz	IFNG	
Test	0.7886363636363636	0.8190966763163127	0.775	0.7534246575342466	Gide	IFNG	
Test	0.5830479452054794	0.21216417668152748	0.37037037037037035	0.6179775280898876	Rose	IFNG	
Test	0.602796052631579	0.4713725556601245	0.5517241379310346	0.6176470588235294	SU2CLC1	IFNG	
Test	0.4730229120473023	0.35502762945065064	0.4842105263157895	0.5420560747663551	Liu	IFNG	
Test	0.6663105413105413	0.39452474101698265	0.528	0.6424242424242425	IMmotion150	IFNG	
Test	0.5304347826086956	0.24215379538953782	0.33962264150943394	0.5302013422818792	IMVigor210	IFNG	
