	domain	group	train_cohort	test_cohort	mode	best_C	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
0	cancer2cancer	Atezo_HiSeq2500	Atezo_HiSeq2500_BLCA	Atezo_HiSeq2500_KIRC	PGM	0.9	0.5874380165289257	0.5877849002849004	0.3425193913465924	0.0392156862745098	0.703030303030303	0.012711230981178594
1	cancer2cancer	Atezo_HiSeq2500	Atezo_HiSeq2500_KIRC	Atezo_HiSeq2500_BLCA	PGM	0.1	0.6477636142516103	0.5394501278772378	0.2384192560360776	0.2695035460992908	0.6543624161073825	0.043549618926970686
2	cancer2cancer	Nivo_HiSeq2000	Nivo_HiSeq2000_GBM	Nivo_HiSeq2000_KIRC	PGM	0.1	0.7551020408163265	0.4814814814814815	0.13606237816764133	0.2222222222222222	0.3333333333333333	-0.04303314829119353
3	cancer2cancer	Nivo_HiSeq2000	Nivo_HiSeq2000_KIRC	Nivo_HiSeq2000_GBM	PGM	0.1	0.58	0.2857142857142857	0.20640404272370216	0.21052631578947367	0.25	-0.43463356032809364
4	cancer2cancer	Nivo_HiSeq2500	Nivo_HiSeq2500_LUAD	Nivo_HiSeq2500_SKCM	PGM	0.1	0.5246913580246914	0.6060606060606061	0.5187364834198334	0.5333333333333333	0.6111111111111112	0.20385887657505022
5	cancer2cancer	Nivo_HiSeq2500	Nivo_HiSeq2500_SKCM	Nivo_HiSeq2500_LUAD	PGM	0.1	0.5351936693044566	0.6182795698924731	0.5898714409544421	0.6111111111111112	0.7142857142857143	0.38530465949820786
6	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_LUAD	Pembro_HiSeq2500_SKCM	PGM	0.1	0.5144861928474422	0.6494172494172494	0.6222350229493934	0.5	0.6382978723404256	0.2322456321931194
7	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_LUAD	Pembro_HiSeq2500_STAD	PGM	0.1	0.6088888888888889	0.5707070707070707	0.28281256031623947	0.0	0.7111111111111111	-0.09090909090909091
8	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_SKCM	Pembro_HiSeq2500_LUAD	PGM	0.6	0.5775941230486685	0.7478260869565218	0.5136250580774574	0.5625000000000001	0.5757575757575758	0.3263766828841098
9	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_SKCM	Pembro_HiSeq2500_STAD	PGM	0.6	0.6088888888888889	0.5833333333333334	0.29212997424992054	0.1111111111111111	0.6444444444444445	-0.0886968593983624
10	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_STAD	Pembro_HiSeq2500_LUAD	PGM	0.1	0.5775941230486685	0.5652173913043479	0.3377418158532289	0.42857142857142855	0.5151515151515151	0.07223151185146152
11	cancer2cancer	Pembro_HiSeq2500	Pembro_HiSeq2500_STAD	Pembro_HiSeq2500_SKCM	PGM	0.1	0.5144861928474422	0.4769230769230769	0.3688969490412182	0.4197530864197531	0.5	-0.018480768465549927
12	drug2drug	BLCA_NovaSeq6000	BLCA_NovaSeq6000_Atezo	BLCA_NovaSeq6000_Pembro	PGM	0.1	0.7419659735349716	0.48717948717948717	0.1473282902771258	0.26666666666666666	0.5217391304347826	0.06052275326688024
13	drug2drug	BLCA_NovaSeq6000	BLCA_NovaSeq6000_Pembro	BLCA_NovaSeq6000_Atezo	PGM	0.1	0.6179591836734695	0.39316239316239315	0.21773024169077979	0.30303030303030304	0.34285714285714286	-0.16495822110829975
14	drug2drug	LUAD_HiSeq2500	LUAD_HiSeq2500_Nivo	LUAD_HiSeq2500_Pembro	PGM	0.1	0.5775941230486685	0.7043478260869566	0.5029438963813964	0.5454545454545454	0.5454545454545454	0.29130434782608694
15	drug2drug	LUAD_HiSeq2500	LUAD_HiSeq2500_Pembro	LUAD_HiSeq2500_Nivo	PGM	0.1	0.5351936693044566	0.6003584229390682	0.48220754984984704	0.4848484848484848	0.6530612244897959	0.22869551263826426
16	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Ipi	SKCM_HiSeq2500_Nivo	PGM	0.1	0.5246913580246914	0.6060606060606061	0.49372829531005663	0.4782608695652174	0.5555555555555556	0.09734495980881153
17	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Ipi	SKCM_HiSeq2500_Pembro	PGM	0.1	0.5144861928474422	0.5715617715617716	0.4297289499947236	0.34285714285714286	0.5106382978723404	-0.039574938530895366
18	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Nivo	SKCM_HiSeq2500_Ipi	PGM	0.1	0.5555555555555556	0.757396449704142	0.6117181284838475	0.631578947368421	0.6410256410256411	0.41576092031015
19	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Nivo	SKCM_HiSeq2500_Pembro	PGM	0.1	0.5144861928474422	0.6018648018648018	0.4941002714098382	0.49382716049382713	0.5638297872340425	0.11180864921657706
20	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Pembro	SKCM_HiSeq2500_Ipi	PGM	0.6	0.5555555555555556	0.6479289940828402	0.4701662466759262	0.5	0.5384615384615384	0.14744195615489714
21	drug2drug	SKCM_HiSeq2500	SKCM_HiSeq2500_Pembro	SKCM_HiSeq2500_Nivo	PGM	0.6	0.5246913580246914	0.5844155844155843	0.5167164725803352	0.3888888888888889	0.5925925925925926	0.09894548898363074
22	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq2500	BLCA_Atezo_HiSeq4000	PGM	0.9	0.5555555555555555	0.8061224489795917	0.6902894491129785	0.631578947368421	0.6666666666666666	0.408248290463863
23	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq2500	BLCA_Atezo_NovaSeq6000	PGM	0.9	0.6179591836734695	0.4572649572649573	0.3162341925822866	0.14285714285714285	0.6571428571428571	-0.05337605126836238
24	sequencer2sequencer	BLCA_Atezo	BLCA_Atezo_HiSeq4000	BLCA_Atezo_HiSeq2500	PGM	0.1	0.6477636142516103	0.557608695652174	0.2765166497217052	0.33333333333333337	0.6510067114093959	0.10375982318202874
