	ROC	PRC	F1	ACC	cohort	mode	seed
Test	0.717948717948718	0.26011904761904764	0.4444444444444444	0.6875	Choueiri	CTL	
Test	0.06666666666666665	0.1685459638400815	0.0	0.11764705882352941	Miao	CTL	
Test	0.6122448979591837	0.37820352162457427	0.5	0.6190476190476191	Snyder	CTL	
Test	0.07792207792207793	0.26912750252435635	0.1904761904761905	0.32	Zhao	CTL	
Test	0.5119047619047619	0.5254760431080308	0.6428571428571429	0.6153846153846154	Hugo	CTL	
Test	0.35	0.2761062125009493	0.4347826086956522	0.5357142857142857	SU2CLC2	CTL	
Test	0.46726190476190477	0.35234810383104215	0.4666666666666667	0.5789473684210527	MGH	CTL	
Test	0.6272189349112427	0.39878241020897914	0.4827586206896552	0.6153846153846154	Allen	CTL	
Test	0.7525252525252525	0.5909854593735123	0.5517241379310345	0.7111111111111111	Kim	CTL	
Test	0.5634146341463415	0.2631346563842315	0.30303030303030304	0.5490196078431373	Riaz	CTL	
Test	0.8053030303030304	0.8501152067458267	0.7272727272727273	0.7123287671232876	Gide	CTL	
Test	0.5813356164383562	0.22912880725470286	0.36000000000000004	0.6404494382022472	Rose	CTL	
Test	0.6032072368421051	0.4450250970693828	0.5393258426966293	0.5980392156862745	SU2CLC1	CTL	
Test	0.5158906134515892	0.42472332706568516	0.44943820224719094	0.5420560747663551	Liu	CTL	
Test	0.6798433048433048	0.4108205708384527	0.5333333333333333	0.6606060606060606	IMmotion150	CTL	
Test	0.5695012787723784	0.26591461686126067	0.37254901960784315	0.5704697986577181	IMVigor210	CTL	
