	domain	group	train_cohort	test_cohort	mode	best_epoch	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
0	cancer2cancer	(Atezo,HiSeq2500)	(Atezo,HiSeq2500)BLCA	(Atezo,HiSeq2500)KIRC	PFT	3	0.5874380165289257	0.6652421652421653	0.44995494606550634	0.0	0.696969696969697	-0.07094942554201007
1	cancer2cancer	(Atezo,HiSeq2500)	(Atezo,HiSeq2500)KIRC	(Atezo,HiSeq2500)BLCA	PFT	8	0.6477636142516103	0.6272378516624041	0.3319695186082044	0.16091954022988503	0.7550335570469798	0.08720135350891683
2	cancer2cancer	(Nivo,HiSeq2000)	(Nivo,HiSeq2000)GBM	(Nivo,HiSeq2000)KIRC	PFT	5	0.7551020408163265	0.38888888888888884	0.11102198455139634	0.2608695652173913	0.19047619047619047	0.09128709291752769
3	cancer2cancer	(Nivo,HiSeq2000)	(Nivo,HiSeq2000)KIRC	(Nivo,HiSeq2000)GBM	PFT	4	0.58	0.35714285714285715	0.22482935558593456	0.0	0.7	0.0
4	cancer2cancer	(Nivo,HiSeq2500)	(Nivo,HiSeq2500)LUAD	(Nivo,HiSeq2500)SKCM	PFT	10	0.5246913580246914	0.5151515151515151	0.36513954083145395	0.5753424657534247	0.42592592592592593	0.15644655469368599
5	cancer2cancer	(Nivo,HiSeq2500)	(Nivo,HiSeq2500)SKCM	(Nivo,HiSeq2500)LUAD	PFT	10	0.5351936693044566	0.6917562724014336	0.49492623111131634	0.5230769230769231	0.3673469387755102	-0.056762606015076655
6	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)LUAD	(Pembro,HiSeq2500)SKCM	PFT	7	0.5144861928474422	0.6358974358974359	0.6254193516527948	0.3333333333333333	0.6595744680851063	0.3130401238988219
7	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)LUAD	(Pembro,HiSeq2500)STAD	PFT	7	0.6088888888888889	0.7348484848484848	0.5269048119384218	0.2857142857142857	0.7777777777777778	0.3576408488192953
8	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)SKCM	(Pembro,HiSeq2500)LUAD	PFT	6	0.5775941230486685	0.6652173913043478	0.4492445118819799	0.3157894736842105	0.6060606060606061	0.04037864265436241
9	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)SKCM	(Pembro,HiSeq2500)STAD	PFT	6	0.6088888888888889	0.6237373737373737	0.5005326483654656	0.4166666666666667	0.6888888888888889	0.20454545454545456
10	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)STAD	(Pembro,HiSeq2500)LUAD	PFT	10	0.5775941230486685	0.8130434782608696	0.7268961576293919	0.5714285714285714	0.6363636363636364	0.33708038864015377
11	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)STAD	(Pembro,HiSeq2500)SKCM	PFT	10	0.5144861928474422	0.579020979020979	0.5612450858779746	0.36000000000000004	0.6595744680851063	0.297979932848189
12	drug2drug	(BLCA,NovaSeq6000)	(BLCA,NovaSeq6000)Atezo	(BLCA,NovaSeq6000)Pembro	PFT	5	0.7419659735349716	0.40293040293040294	0.12069745753139019	0.0	0.6521739130434783	-0.20894746626614943
13	drug2drug	(BLCA,NovaSeq6000)	(BLCA,NovaSeq6000)Pembro	(BLCA,NovaSeq6000)Atezo	PFT	10	0.6179591836734695	0.41452991452991456	0.2607572306056733	0.1818181818181818	0.7428571428571429	0.1367946223824925
14	drug2drug	(LUAD,HiSeq2500)	(LUAD,HiSeq2500)Nivo	(LUAD,HiSeq2500)Pembro	PFT	9	0.5775941230486685	0.7478260869565218	0.47835390605948147	0.608695652173913	0.7272727272727273	0.413019714155313
15	drug2drug	(LUAD,HiSeq2500)	(LUAD,HiSeq2500)Pembro	(LUAD,HiSeq2500)Nivo	PFT	8	0.5351936693044566	0.5967741935483871	0.3986058123777767	0.0	0.5714285714285714	-0.19459743752898473
16	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Ipi	(SKCM,HiSeq2500)Nivo	PFT	8	0.5246913580246914	0.6161616161616161	0.47916397955329787	0.42105263157894735	0.5925925925925926	0.11359764376575138
17	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Ipi	(SKCM,HiSeq2500)Pembro	PFT	8	0.5144861928474422	0.7636363636363636	0.7057551598964664	0.5915492957746479	0.6914893617021277	0.3519266362753738
18	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Nivo	(SKCM,HiSeq2500)Ipi	PFT	6	0.5555555555555556	0.7071005917159764	0.5089610488698133	0.6153846153846155	0.6153846153846154	0.38461538461538464
19	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Nivo	(SKCM,HiSeq2500)Pembro	PFT	6	0.5144861928474422	0.5855477855477855	0.48195681068090174	0.5306122448979591	0.5106382978723404	0.06794576007037942
20	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Pembro	(SKCM,HiSeq2500)Ipi	PFT	10	0.5555555555555556	0.7603550295857988	0.651174264972193	0.5945945945945945	0.6153846153846154	0.33541019662496846
21	drug2drug	(SKCM,HiSeq2500)	(SKCM,HiSeq2500)Pembro	(SKCM,HiSeq2500)Nivo	PFT	10	0.5246913580246914	0.6046176046176046	0.5326501074600244	0.5217391304347826	0.5925925925925926	0.1735279718330988
22	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq2500	(BLCA,Atezo)HiSeq4000	PFT	1	0.5555555555555555	0.3979591836734694	0.2634625712633231	0.0	0.6666666666666666	0.0
23	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq2500	(BLCA,Atezo)NovaSeq6000	PFT	1	0.6179591836734695	0.5085470085470085	0.24621070143948823	0.0	0.7428571428571429	0.0
24	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq4000	(BLCA,Atezo)HiSeq2500	PFT	10	0.6477636142516103	0.4813299232736573	0.21209107326534488	0.0	0.7684563758389261	-0.03155094079464323
25	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)HiSeq4000	(BLCA,Atezo)NovaSeq6000	PFT	10	0.6179591836734695	0.7564102564102564	0.41703213906645276	0.0	0.7428571428571429	0.0
26	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)NovaSeq6000	(BLCA,Atezo)HiSeq2500	PFT	5	0.6477636142516103	0.5441815856777493	0.26839144354438704	0.1818181818181818	0.7583892617449665	0.1098105802705165
27	sequencer2sequencer	(BLCA,Atezo)	(BLCA,Atezo)NovaSeq6000	(BLCA,Atezo)HiSeq4000	PFT	5	0.5555555555555555	0.7755102040816326	0.49437705151990863	0.0	0.6666666666666666	0.0
28	sequencer2sequencer	(SKCM,Nivo)	(SKCM,Nivo)HiSeq2000/2500	(SKCM,Nivo)HiSeq2500	PFT	9	0.5246913580246914	0.6796536796536796	0.6691245832473236	0.42857142857142855	0.7037037037037037	0.37068814758398577
29	sequencer2sequencer	(SKCM,Nivo)	(SKCM,Nivo)HiSeq2500	(SKCM,Nivo)HiSeq2000/2500	PFT	6	0.6847366397539408	0.6658536585365853	0.2945869114900445	0.3636363636363636	0.45098039215686275	0.13968605915391563
30	sequencer2sequencer	(SKCM,Pembro)	(SKCM,Pembro)HiSeq2000	(SKCM,Pembro)HiSeq2500	PFT	5	0.5144861928474422	0.4881118881118881	0.3901614544153124	0.5864661654135339	0.4148936170212766	0.0
31	sequencer2sequencer	(SKCM,Pembro)	(SKCM,Pembro)HiSeq2500	(SKCM,Pembro)HiSeq2000	PFT	10	0.5029585798816568	0.4880952380952381	0.5896657086274151	0.4444444444444445	0.4230769230769231	-0.1543033499620919
