	ROC	PRC	F1	ACC	cohort	mode	seed
Test	0.48717948717948717	0.16849816849816848	0.0	0.625	Choueiri	LFT	42
Test	0.6499999999999999	0.3368253968253968	0.6153846153846154	0.7058823529411765	Miao	LFT	42
Test	0.39795918367346933	0.27011874925408763	0.2857142857142857	0.5238095238095238	Snyder	LFT	42
Test	0.16911764705882354	0.19894790294013356	0.1	0.28	SU2CLC2	LFT	42
Test	0.5844155844155844	0.4654826025972271	0.5	0.6	Zhao	LFT	42
Test	0.5535714285714286	0.6596797518848049	0.5806451612903226	0.5	Hugo	LFT	42
Test	0.6174242424242424	0.48480027864753267	0.3157894736842105	0.6176470588235294	MGH	LFT	42
Test	0.48520710059171596	0.33654843922910804	0.3703703703703704	0.5641025641025641	Allen	LFT	42
Test	0.8712121212121212	0.7997251236259582	0.6363636363636365	0.8222222222222222	Kim	LFT	42
Test	0.5682926829268293	0.26776208937123736	0.30769230769230765	0.8235294117647058	Riaz	LFT	42
Test	0.8386363636363636	0.8680841660294544	0.7777777777777777	0.726027397260274	Gide	LFT	42
Test	0.6404109589041096	0.23656332102077915	0.23076923076923075	0.7752808988764045	Rose	LFT	42
Test	0.7323190789473685	0.69976617570143	0.64	0.7352941176470589	SU2CLC1	LFT	42
Test	0.6001478196600148	0.4829673389057035	0.4705882352941176	0.5794392523364486	Liu	LFT	42
Test	0.7131410256410257	0.5801370850612695	0.5393258426966292	0.7515151515151515	IMmotion150	LFT	42
Test	0.6707161125319693	0.36852714276809145	0.38095238095238093	0.738255033557047	IMVigor210	LFT	42
