	domain	group	train_cohort	test_cohort	mode	best_C	test_cohort_rgc	ROC	PRC	F1	ACC	MCC
0	cancer2cancer	(Atezo,HiSeq2500)	(Atezo,HiSeq2500)BLCA	(Atezo,HiSeq2500)KIRC	CTL	0.1	0.5874380165289257	0.6887464387464387	0.4205906141173571	0.5333333333333333	0.6606060606060606	0.2974428693300131
1	cancer2cancer	(Atezo,HiSeq2500)	(Atezo,HiSeq2500)KIRC	(Atezo,HiSeq2500)BLCA	CTL	0.1	0.6477636142516103	0.5817774936061382	0.27659686019697366	0.3564356435643564	0.5637583892617449	0.0871663094835987
2	cancer2cancer	(Nivo,HiSeq2000)	(Nivo,HiSeq2000)GBM	(Nivo,HiSeq2000)KIRC	CTL	0.1	0.7551020408163265	0.3333333333333333	0.10399114774114773	0.13333333333333333	0.38095238095238093	-0.19641855032959651
3	cancer2cancer	(Nivo,HiSeq2000)	(Nivo,HiSeq2000)KIRC	(Nivo,HiSeq2000)GBM	CTL	0.1	0.58	0.41666666666666663	0.25591818598784544	0.4	0.55	0.0657951694959769
4	cancer2cancer	(Nivo,HiSeq2500)	(Nivo,HiSeq2500)LUAD	(Nivo,HiSeq2500)SKCM	CTL	0.1	0.5246913580246914	0.5858585858585857	0.5226384849544146	0.5217391304347826	0.5925925925925926	0.1735279718330988
5	cancer2cancer	(Nivo,HiSeq2500)	(Nivo,HiSeq2500)SKCM	(Nivo,HiSeq2500)LUAD	CTL	0.1	0.5351936693044566	0.5698924731182796	0.45869545070110695	0.46511627906976744	0.5306122448979592	0.06913011298202835
6	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)LUAD	(Pembro,HiSeq2500)SKCM	CTL	0.1	0.5144861928474422	0.6829836829836831	0.6435041037320403	0.55	0.6170212765957447	0.21723476641526357
7	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)LUAD	(Pembro,HiSeq2500)STAD	CTL	0.1	0.6088888888888889	0.7676767676767676	0.6250148063517863	0.5517241379310345	0.7111111111111111	0.35931349533480833
8	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)SKCM	(Pembro,HiSeq2500)LUAD	CTL	0.1	0.5775941230486685	0.7869565217391304	0.5139628671981613	0.6666666666666666	0.7575757575757576	0.5013222138296994
9	cancer2cancer	(Pembro,HiSeq2500)	(Pembro,HiSeq2500)SKCM	(Pembro,HiSeq2500)STAD	CTL	0.1	0.6088888888888889	0.7676767676767676	0.6250148063517863	0.5	0.6444444444444445	0.26967994498529685
