,loo_sample,feature,exvar
0,0,Adipocyte,8.573385233523467e-05
1,0,Apoptosis_pathway,0.008723422000722292
2,0,Bcell,0.005405390869890336
3,0,CD4_Tcell,0.004353335369421396
4,0,CD8_Tcell,0.011608756700926315
5,0,CPI_Response,0.042053109853947834
6,0,CPI_effect,0.033487334171289684
7,0,Cytokine_chemokine,1.1222453044634761e-06
8,0,Cytotoxic_Tcell,0.012506784444766605
9,0,Endothelial,0.013237931753788734
10,0,Epithelial,0.021118841510482933
11,0,Erythrocyte,0.0024290568202778307
12,0,Exhausted_Tcell,0.03310022772152732
13,0,Fibroblast,0.003907403736545523
14,0,Granulocyte,0.0008789557252983915
15,0,Hepatocyte,0.0010121667011956381
16,0,IFNg_pathway,0.02006888691861597
17,0,Immune_checkpoint,0.002612462892106593
18,0,Immune_score,0.0037552695245690604
19,0,Innate_lymphoid_cell,0.0003474868341263315
20,0,Macrophage,0.034156346186340336
21,0,Mast,0.015020017880552627
22,0,Memory_Tcell,0.0022551346231423075
23,0,Mesothelial,0.0181122681337631
24,0,Monocyte,0.0049751459702575
25,0,Myeloid,0.019556377316375495
26,0,NKcell,0.035349456723492656
27,0,Naive_Tcell,0.00941436704796017
28,0,Neutrophil,0.01184284971280114
29,0,OS_effect,0.0018239873247654081
30,0,PLFcell,0.05188064364959577
31,0,Pancreatic,0.01903734703547877
32,0,Platelet,0.018487256571042998
33,0,Pneumocyte,0.004157014321267916
34,0,Stem,0.015221010441052507
35,0,Stroma,3.765050898207889e-05
36,0,TGFb_pathway,0.027633634868329704
37,0,TLS,0.0049246431651844835
38,0,TMB,0.057647053842877716
39,0,Tcell_exclusion,0.0005680069150236777
40,0,Tcell_general,1.7064671897770722e-10
41,0,Treg,0.0002354966874273945
42,0,cDC,0.008850362978811477
43,0,pDC,0.0016229600088818463
44,0,Reference,0.01263336604097487
45,1,Adipocyte,0.00012810166556131986
46,1,Apoptosis_pathway,0.008600746958743133
47,1,Bcell,0.0053802628768774285
48,1,CD4_Tcell,0.00391121167626074
49,1,CD8_Tcell,0.011858224337385148
50,1,CPI_Response,0.04227631755940364
51,1,CPI_effect,0.03355949625401977
52,1,Cytokine_chemokine,8.44093172114313e-06
53,1,Cytotoxic_Tcell,0.012087807649603932
54,1,Endothelial,0.01338368892314401
55,1,Epithelial,0.021980225669447684
56,1,Erythrocyte,0.002462251790735892
57,1,Exhausted_Tcell,0.03217561119042067
58,1,Fibroblast,0.003803277787337467
59,1,Granulocyte,0.0007897050195351252
60,1,Hepatocyte,0.001031869672601271
61,1,IFNg_pathway,0.01976650219775633
62,1,Immune_checkpoint,0.00265046618615139
63,1,Immune_score,0.0038457079117345527
64,1,Innate_lymphoid_cell,0.0003710914730447046
65,1,Macrophage,0.03405289033746395
66,1,Mast,0.015255334787054542
67,1,Memory_Tcell,0.002121789253981876
68,1,Mesothelial,0.01750192966164832
69,1,Monocyte,0.00465288401967312
70,1,Myeloid,0.019602962505280486
71,1,NKcell,0.035060923159036195
72,1,Naive_Tcell,0.009307805804159575
73,1,Neutrophil,0.011823670815584664
74,1,OS_effect,0.0016575494653657818
75,1,PLFcell,0.05039444387969494
76,1,Pancreatic,0.018057651564517996
77,1,Platelet,0.019547362058239703
78,1,Pneumocyte,0.003997008641989708
79,1,Stem,0.015207520071747194
80,1,Stroma,5.8061138705767235e-05
81,1,TGFb_pathway,0.026347571344594756
82,1,TLS,0.004820218814145627
83,1,TMB,0.0559069232160766
84,1,Tcell_exclusion,0.000608146655025843
85,1,Tcell_general,2.750497446468714e-07
86,1,Treg,0.000211864839218312
87,1,cDC,0.00894039849325623
88,1,pDC,0.0020208217121183703
89,1,Reference,0.011943643645544788
90,2,Adipocyte,0.00016225056178165165
91,2,Apoptosis_pathway,0.008914355263148765
92,2,Bcell,0.005537985859322969
93,2,CD4_Tcell,0.004457900584149743
94,2,CD8_Tcell,0.01172144254566898
95,2,CPI_Response,0.04296226548433357
96,2,CPI_effect,0.03528765080690499
97,2,Cytokine_chemokine,1.6072233694486293e-05
98,2,Cytotoxic_Tcell,0.013246950278184233
99,2,Endothelial,0.013747253187139541
100,2,Epithelial,0.022744841380946568
101,2,Erythrocyte,0.002457708411448878
102,2,Exhausted_Tcell,0.03396234980537116
103,2,Fibroblast,0.003578501637881981
104,2,Granulocyte,0.0008977577039315232
105,2,Hepatocyte,0.0010102436755240474
106,2,IFNg_pathway,0.02119365914176896
107,2,Immune_checkpoint,0.0030272583669836983
108,2,Immune_score,0.003413832552205953
109,2,Innate_lymphoid_cell,0.0003931064991260502
110,2,Macrophage,0.03424281794327666
111,2,Mast,0.01626777961919279
112,2,Memory_Tcell,0.002106969579788509
113,2,Mesothelial,0.017744259080824554
114,2,Monocyte,0.004445696007446598
115,2,Myeloid,0.01896555091763885
116,2,NKcell,0.03591546822890512
117,2,Naive_Tcell,0.00929937830943628
118,2,Neutrophil,0.01090264093073734
119,2,OS_effect,0.0017345620365674108
120,2,PLFcell,0.05353208572362722
121,2,Pancreatic,0.019286948419891092
122,2,Platelet,0.018447322788676335
123,2,Pneumocyte,0.004147598198718017
124,2,Stem,0.015428298273564733
125,2,Stroma,1.713922634305476e-05
126,2,TGFb_pathway,0.026919537194943333
127,2,TLS,0.004867348792333526
128,2,TMB,0.059679057348639875
129,2,Tcell_exclusion,0.0005011998775426019
130,2,Tcell_general,7.506112455812897e-06
131,2,Treg,0.00024717945833141464
132,2,cDC,0.010318232840792696
133,2,pDC,0.001314621682274808
134,2,Reference,0.012210203336945558
135,3,Adipocyte,0.0002166023313646681
136,3,Apoptosis_pathway,0.008085285120122632
137,3,Bcell,0.004764087959788332
138,3,CD4_Tcell,0.0038227342204537607
139,3,CD8_Tcell,0.01092711205095398
140,3,CPI_Response,0.04308065431441699
141,3,CPI_effect,0.03548234928078364
142,3,Cytokine_chemokine,5.062843414505025e-07
143,3,Cytotoxic_Tcell,0.013131462386519521
144,3,Endothelial,0.01337024213642024
145,3,Epithelial,0.02194281796108899
146,3,Erythrocyte,0.0025163160347969615
147,3,Exhausted_Tcell,0.03530565203013214
148,3,Fibroblast,0.003994588135575183
149,3,Granulocyte,0.000761783968075469
150,3,Hepatocyte,0.001053680803176249
151,3,IFNg_pathway,0.02115796628458444
152,3,Immune_checkpoint,0.0028601480857556316
153,3,Immune_score,0.00351310582108999
154,3,Innate_lymphoid_cell,0.0003479926430602909
155,3,Macrophage,0.035529856895938794
156,3,Mast,0.016071625285132285
157,3,Memory_Tcell,0.0020572755575832824
158,3,Mesothelial,0.01828835224011305
159,3,Monocyte,0.005131514616505517
160,3,Myeloid,0.019969361634596394
161,3,NKcell,0.035912938483520285
162,3,Naive_Tcell,0.00878184180283148
163,3,Neutrophil,0.011593571067247344
164,3,OS_effect,0.0016046105118203702
165,3,PLFcell,0.051830693216386337
166,3,Pancreatic,0.01926786207417097
167,3,Platelet,0.019390459078695632
168,3,Pneumocyte,0.0037284263062558054
169,3,Stem,0.014285382139551772
170,3,Stroma,2.6771665477709483e-05
171,3,TGFb_pathway,0.02758421206644235
172,3,TLS,0.003963788068114149
173,3,TMB,0.057140222526253615
174,3,Tcell_exclusion,0.0006924493354446559
175,3,Tcell_general,6.144533223317872e-05
176,3,Treg,0.0003307234871706699
177,3,cDC,0.008636476731434972
178,3,pDC,0.0014589785247056675
179,3,Reference,0.012248071548192518
180,4,Adipocyte,0.0001418732599981487
181,4,Apoptosis_pathway,0.007251651702778528
182,4,Bcell,0.00417681095437461
183,4,CD4_Tcell,0.003496412429639828
184,4,CD8_Tcell,0.011446482922564782
185,4,CPI_Response,0.04382305592354152
186,4,CPI_effect,0.03343804423247709
187,4,Cytokine_chemokine,1.8619986147605516e-05
188,4,Cytotoxic_Tcell,0.011880005574479213
189,4,Endothelial,0.011125890960205664
190,4,Epithelial,0.02121895970811105
191,4,Erythrocyte,0.002240215908643539
192,4,Exhausted_Tcell,0.03115442692227044
193,4,Fibroblast,0.0037189478327187553
194,4,Granulocyte,0.0005113704682824238
195,4,Hepatocyte,0.0011352462527073337
196,4,IFNg_pathway,0.01927560794078742
197,4,Immune_checkpoint,0.0028592649922473123
198,4,Immune_score,0.0028606164525418754
199,4,Innate_lymphoid_cell,0.00018105329255901914
200,4,Macrophage,0.034066578488042065
201,4,Mast,0.014447448389166895
202,4,Memory_Tcell,0.0018521913265223677
