	ROC	PRC	F1	ACC	cohort	mode	seed
Test	0.7692307692307692	0.5388888888888889	0.36363636363636365	0.5625	Choueiri	NRS	
Test	0.3499999999999999	0.22738795518207283	0.4	0.47058823529411764	Miao	NRS	
Test	0.5816326530612246	0.3614711235371342	0.5263157894736842	0.5714285714285714	Snyder	NRS	
Test	0.5	0.34268129666227487	0.45454545454545453	0.52	SU2CLC2	NRS	
Test	0.07142857142857141	0.2681710800104472	0.17391304347826086	0.24	Zhao	NRS	
Test	0.6309523809523809	0.6775159420715686	0.689655172413793	0.6538461538461539	Hugo	NRS	
Test	0.3446969696969697	0.26985201769169254	0.2962962962962963	0.4411764705882353	MGH	NRS	
Test	0.5710059171597633	0.35245303523957827	0.45161290322580644	0.5641025641025641	Allen	NRS	
Test	0.6666666666666667	0.3954658652228985	0.5161290322580646	0.6666666666666666	Kim	NRS	
Test	0.5341463414634147	0.2050657504207551	0.33333333333333337	0.5294117647058824	Riaz	NRS	
Test	0.7174242424242424	0.7192538087861089	0.7407407407407408	0.7123287671232876	Gide	NRS	
Test	0.4511986301369863	0.15706728430368905	0.3125	0.5056179775280899	Rose	NRS	
Test	0.2960526315789474	0.27319673088638585	0.3414634146341463	0.47058823529411764	SU2CLC1	NRS	
Test	0.500369549150037	0.3745311888383065	0.49438202247191015	0.5794392523364486	Liu	NRS	
Test	0.5639245014245013	0.3299761057493752	0.3779527559055118	0.5212121212121212	IMmotion150	NRS	
Test	0.38727621483375957	0.17984166206657515	0.30150753768844224	0.5335570469798657	IMVigor210	NRS	
